market,year,alpha_ann,t,ann_ret,sharpe,max_dd
crypto,2022,2.056946984766837,5.813260678946516,2.5490624729583375,7.153317974268518,-0.08398955395335495
crypto,2023,0.6213674944952868,2.204066889299275,0.8401157181115346,2.0783201067557036,-0.2032902418447431
crypto,2024,1.0710009437357293,2.986728138229855,1.1654757825194795,3.0736118298819575,-0.24786376771490126
crypto,2025,1.2666105797576068,3.7021809964347474,1.83144920502183,4.210253493115373,-0.11946698772979436
crypto,2026,1.360554428681436,3.5133267797252374,2.050715227993598,4.395488201557673,-0.14234936589984326
