truth_k,strategy,coin,mcc,fpt,missed,delay,giveback,n_seg
2.0,META ablation: no 4h flow/deriv/cross,DOGE,0.3790152272485926,6.155555555555556,0.13144888047390776,6.0,0.1302572780458708,45
2.0,"primary unfiltered ST(48, 3)",DOGE,0.23325130585265125,12.28888888888889,0.1344971783735707,8.0,0.1546157145284422,45
2.0,"BEST plain ST(48,4.0)",DOGE,0.2546043394361987,8.066666666666666,0.1821587575452497,14.0,0.18754649005032525,45
2.0,"ST(10,3) 1h",DOGE,0.280906885386886,11.577777777777778,0.1810837722874865,13.0,0.1852262592875633,45
2.0,"ST(48,4) 4h projected",DOGE,0.28857954513854167,2.1555555555555554,0.3872415016956462,56.0,0.3800487786997894,45
2.0,META,LINK,0.30816125162660946,5.51063829787234,0.15562951986655668,9.0,0.16760778975961527,47
2.0,META ablation: no 4h flow/deriv/cross,LINK,0.2855055801291701,5.680851063829787,0.15562951986655668,9.0,0.16703776372164417,47
2.0,"primary unfiltered ST(48, 3)",LINK,0.19824842309308724,11.595744680851064,0.16837081847739074,9.0,0.16848230483720722,47
2.0,"BEST plain ST(48,4.0)",LINK,0.2596012573675095,7.76595744680851,0.2321030806369475,16.0,0.2032608217647913,47
2.0,"ST(10,3) 1h",LINK,0.2560634690122161,11.51063829787234,0.19799772426796355,15.0,0.19395938457710574,47
2.0,"ST(48,4) 4h projected",LINK,0.39743507080777735,1.851063829787234,0.4429884624280883,68.0,0.4203890008681566,47
2.0,META,AVAX,0.2984399770329072,5.117647058823529,0.14094044732688835,9.0,0.16370005464074794,51
2.0,META ablation: no 4h flow/deriv/cross,AVAX,0.29598305332433483,5.352941176470588,0.14094044732688835,9.0,0.16370005464074794,51
2.0,"primary unfiltered ST(48, 3)",AVAX,0.2365754339652855,11.0,0.16951639517616374,10.0,0.169947705763077,51
2.0,"BEST plain ST(48,4.0)",AVAX,0.3047297416290317,7.117647058823529,0.1989104274659894,16.0,0.20366964775964153,51
2.0,"ST(10,3) 1h",AVAX,0.28151603361336847,11.235294117647058,0.186495499326711,12.0,0.1940738625232823,51
2.0,"ST(48,4) 4h projected",AVAX,0.41079145164994124,1.8235294117647058,0.4527197831687123,65.0,0.42944601261158577,51
2.0,META,TRX,0.3545721104401593,6.948275862068965,0.14508835969044762,5.0,0.1352588768956936,58
2.0,META ablation: no 4h flow/deriv/cross,TRX,0.33676439970683664,7.258620689655173,0.152516423589923,6.0,0.13992542426936933,58
2.0,"primary unfiltered ST(48, 3)",TRX,0.25180700510359577,11.568965517241379,0.15780372901901174,6.0,0.15100550934500093,58
2.0,"BEST plain ST(48,4.0)",TRX,0.3247733581510646,7.482758620689655,0.18496475352007197,9.0,0.1630843405511078,58
2.0,"ST(10,3) 1h",TRX,0.29164679621412265,11.206896551724139,0.16308420360133594,8.0,0.1542813180290515,58
2.0,"ST(48,4) 4h projected",TRX,0.4609608731359651,1.896551724137931,0.42745687442581715,55.0,0.4180663843468551,58
