year,"BEST plain ST(48,4.0)",META,"primary unfiltered ST(48, 3)"
2024,0.40512248804348483,0.4858147330723341,0.39525325846458054
2025,0.3479828983256335,0.47654285237107785,0.364786397772189
2026,0.3357720083800757,0.4099803498200602,0.3369067749338746
