market,book,alpha_ann,alpha_t,ann_ret,cagr,sharpe,max_dd,turnover_day,b_MKT,b_SIZE,b_UMD,b_STREV,b_LOWVOL
stocks,long-short,-0.04671805967594283,-1.5400432368564125,0.019531644262453116,0.00905489038783446,0.13409543931558107,-0.5253654132398431,0.6351611040829728,0.08368999884098408,0.08699756827900049,0.3889533437186055,0.5033996359999976,-0.16231353643384352
stocks,long-only,-0.011369295988300339,-0.7287274354473421,0.19175393884348102,0.18194314923169036,0.8653136075093505,-0.5216385542079847,0.328081611999186,1.007273720090661,0.04071713132405322,0.2213756316808454,0.2520038114258833,-0.2046560893431676
stocks,factor MKT,,,0.16295622665373938,0.15830536765112072,0.9135596049103554,-0.38233195312115675,,,,,,
stocks,factor SIZE,,,0.04538538401655086,0.0440664146014989,0.6748045573214912,-0.16640086067149418,,,,,,
stocks,factor UMD,,,0.02723717635929045,0.016999209493036963,0.1894843783487284,-0.43319794391792266,,,,,,
stocks,factor STREV,,,0.04401452683874808,0.036018718379400363,0.33385587708347525,-0.3713871138507332,,,,,,
stocks,factor LOWVOL,,,-0.09831343167397152,-0.1060606478898071,-0.5932574499792937,-0.8609445965176885,,,,,,
stocks,long-short +1 day delay,-0.07624953872477847,-2.7313028238364057,-0.01360981434262394,-0.023229287350725027,-0.09639760130538437,-0.533903304326173,,,,,,
