market,book,alpha_ann,alpha_t,ann_ret,cagr,sharpe,max_dd,turnover_day,b_MKT,b_BTC,b_SIZE,b_CMOM,b_STREV
crypto,long-short,0.8250719275484386,5.326189123443754,0.9465503931353988,1.3656026503484004,2.30553780489765,-0.40162199737795623,0.6024452269170578,-0.3366658911403899,0.2529473655893338,-0.055217883868880074,-0.3112042057917589,0.16377794736595352
crypto,long-only,0.3023558997677032,4.439229856552909,0.03377491333335765,-0.21164090231940838,0.04637187528601268,-0.8169363951921299,0.28460485133020347,0.8022969591812065,0.13995615192206076,-0.008569028413332961,-0.10954235315038037,0.05021827794057337
crypto,factor MKT,,,-0.35095591576321683,-0.4958671608206004,-0.43548173117169225,-0.9658384180443068,,,,,,
crypto,factor BTC,,,0.23403698798530517,0.11233993109840505,0.46286078350096,-0.6659077442982531,,,,,,
crypto,factor SIZE,,,-0.09527569940174144,-0.11980026055265093,-0.3740449439735834,-0.7286757038096199,,,,,,
crypto,factor CMOM,,,0.14855133558469177,0.08706921924591464,0.4109478386850452,-0.5206149751726997,,,,,,
crypto,factor STREV,,,-0.08213293553987229,-0.13049554693173293,-0.24222217020166395,-0.7407373350102223,,,,,,
crypto,long-short +1 day delay,0.5443921151822262,3.6901786869476374,0.6687433761160749,0.7975394837669776,1.6565446988449195,-0.43005951988471025,,,,,,
