,y_ret,y_ret,y_ret,y_orc,y_orc,y_orc
,2019-21,2022-23,2024-26,2019-21,2022-23,2024-26
h1_h4_tstat_96,0.009100198851082597,0.010852488450820208,-0.019451675136906377,-0.0032271263927041716,-0.004988626772503224,-0.02960081536850606
h1_h4_vol_ratio,-0.02904664866986939,-0.01774792996481145,-0.0076206731059558774,-0.011077675460454461,0.008806516525212915,0.005629216875499443
h1_macdn_16_48,0.009078838833861291,-0.02355859021185297,0.0005682847526149448,0.04003024169353486,0.004191634551840462,0.04093457399289413
h1_macdn_32_96,0.01132313777957572,0.00040412110006438073,-0.004849808188004401,0.025191010696598903,0.024942515079736327,0.02907447119149076
h1_macdn_8_24,0.026056030540807296,-0.02700931682827057,0.004310764037872894,0.058545945239599995,-0.00280679869016065,0.022376757037916084
h1_mkt_breadth_200,0.02426683961939602,0.021850928075795806,-0.01340427357761953,0.05353698395617812,0.03471185761065698,0.012945493929683138
h1_mkt_ema_dist_200,0.024024004273902055,0.021621480806585658,-0.02660894826002519,0.04889911004032377,0.018578952970033535,-0.004838150715462286
h1_mkt_mom_21,0.01785244514956641,-0.00093582423337224,0.0110243428015675,0.056954879859147045,0.025647308666176594,0.0048381507154623415
h1_mkt_mom_252,0.006068860009470489,0.034003617718806556,-0.04336476698100322,0.014871457910758501,0.004960781547402426,-0.043036540933024
h1_mkt_mom_63,0.03171581384242417,0.0023365547240087325,-0.012682793494601552,0.06009846587500356,0.014180026186887185,0.027594941888255065
h1_mom_12,0.028937837632199592,0.030249633285150512,-0.008744211473122432,0.05126161278335195,0.030707095458381906,-0.01116884984807931
h1_mom_192,0.01390575464759447,0.035259398988428114,-0.029013193232707513,0.01079258905345859,0.023747026748742073,-0.0009204823519711192
