n,acc,bal_acc,mcc,capture,flips_per_oracle_flip,flip_precision,entry_lag_frac,missed_move_frac,exit_giveback_frac,ls_sharpe,lf_sharpe,bh_sharpe,set,ticker,clf
3863,0.6769350245922858,0.6823019014618581,0.31050914786613626,0.017468186968898507,3.7,0.6216216216216216,0.1228448275862069,0.3231648531415033,0.34978329248031725,0.030490243329904028,0.6819220799382668,0.9133841245360707,A,NVDA,SuperTrend (calm-tuned)
3863,0.8255242039865389,0.7474109508378515,0.49889449673722436,0.3151115591459624,1.4,0.7857142857142857,0.19732070910556004,0.41379601433753344,0.467659904654172,0.7386246117696788,1.0260700207989202,0.9133841245360707,A,NVDA,Online directional-change (calm-tuned)
3910,0.8043478260869565,0.6860910997845421,0.39856183588543703,0.08873291109276157,1.793103448275862,0.7307692307692307,0.24358974358974358,0.44103490642331694,0.41842493382411317,0.20980967439036244,0.5567166743599222,0.7255241547536339,A,GOOGL,MODEL calm
3910,0.7557544757033248,0.7227607088280797,0.39754998351841775,0.028409650211193047,2.0344827586206895,0.7457627118644068,0.2727272727272727,0.4722674263210331,0.49442423681473574,0.057329614281572426,0.508203912378401,0.7255241547536339,A,GOOGL,Crypto model C
3910,0.7514066496163683,0.6641020530197329,0.3138084702610871,0.05598126978896163,1.7241379310344827,0.68,0.32941176470588235,0.535364603460171,0.588287508275353,0.1283693397710454,0.5418735780910532,0.7255241547536339,A,GOOGL,EMA cross (calm-tuned)
3910,0.7053708439897698,0.7313818730601669,0.38948113113220273,0.09364039887109375,2.689655172413793,0.6794871794871795,0.16111111111111112,0.3288782266853086,0.38607026559073765,0.21607694569038507,0.6762888128308788,0.7255241547536339,A,GOOGL,SuperTrend (calm-tuned)
3910,0.7460358056265984,0.6743102024545118,0.32437764535082425,-0.03670466939097929,1.6896551724137931,0.7959183673469388,0.36,0.4878223376353789,0.47803292382734214,-0.10317573610305326,0.3985171160210189,0.7255241547536339,A,GOOGL,Online directional-change (calm-tuned)
3917,0.7806995149348992,0.6490391314154451,0.31684854809232094,0.004444236580473469,2.5,0.6615384615384615,0.27978494623655914,0.4446281289325743,0.4315559331146676,-0.002083506991617134,0.4008576566758968,0.6619251454587456,A,AMZN,MODEL calm
3917,0.7510850140413582,0.6990934795343922,0.35916243037591605,-0.09491088771926671,2.3846153846153846,0.7096774193548387,0.20010526315789473,0.43598501116854393,0.5207860955411124,-0.2389224496095839,0.2843562760407881,0.6619251454587456,A,AMZN,Crypto model C
3917,0.7375542507020679,0.652782492823508,0.2852634212978903,-0.012007105104643383,2.3076923076923075,0.65,0.21754427577482605,0.4898160047282877,0.5400204531827015,-0.04041829256581709,0.3940498504346177,0.6619251454587456,A,AMZN,EMA cross (calm-tuned)
3917,0.660709726831759,0.6778547966063988,0.29573376432323745,-0.06003414570804148,3.1538461538461537,0.6463414634146342,0.14690026954177898,0.3645759513916509,0.4685060039080704,-0.15948934416244887,0.3782281558278697,0.6619251454587456,A,AMZN,SuperTrend (calm-tuned)
3917,0.7342353842226194,0.6570889654073453,0.28955678315282746,0.02604312387683186,1.4615384615384615,0.8157894736842105,0.33345428156748913,0.46732309310802667,0.5215247789003747,0.05480574379529286,0.4668540258716598,0.6619251454587456,A,AMZN,Online directional-change (calm-tuned)
3604,0.8296337402885683,0.7385562280833153,0.5142686260958836,0.1804544187027291,2.4210526315789473,0.6739130434782609,0.21348314606741572,0.4267484398878784,0.32654127610936934,0.4065386199818662,0.5739155313243202,0.5015545261146971,A,META,MODEL calm
3604,0.8066037735849056,0.781751417750943,0.5257666331139185,0.1698266722893478,2.263157894736842,0.6744186046511628,0.13513513513513514,0.3827671490419308,0.43316952263184977,0.3825963860487524,0.6433418358795919,0.5015545261146971,A,META,Crypto model C
3604,0.8201997780244173,0.7896297021675293,0.5483635444474201,0.17075803153890118,1.8421052631578947,0.7142857142857143,0.23076923076923078,0.4798738867596432,0.5295014561495559,0.386173474396804,0.6564711016973964,0.5015545261146971,A,META,EMA cross (calm-tuned)
3604,0.7366814650388457,0.728922326709071,0.40882703738843573,-0.029110009049974232,3.789473684210526,0.5972222222222222,0.12359550561797752,0.3566338603470055,0.3958446939991479,-0.07949726166396644,0.29812959269006784,0.5015545261146971,A,META,SuperTrend (calm-tuned)
3604,0.7724750277469479,0.69457202739111,0.3882634781366767,0.08494704365292095,2.1052631578947367,0.65,0.25301204819277107,0.3827671490419308,0.4394037384054539,0.18808858942982082,0.4345434378233715,0.5015545261146971,A,META,Online directional-change (calm-tuned)
3922,0.8054563997960225,0.6768197049319284,0.3778530197822734,0.13900736026731578,1.9166666666666667,0.7391304347826086,0.3043181818181818,0.41351983434854633,0.43838601111961045,0.27852113053364747,0.5757295022341785,0.6327921585501818,A,BRK-B,MODEL calm
3922,0.7850586435492096,0.7194447510350871,0.4072916059489037,0.0047478010044166045,2.1666666666666665,0.7307692307692307,0.2575,0.5067719076879321,0.5414257461315768,-0.007536963740903746,0.42891778107988227,0.6327921585501818,A,BRK-B,Crypto model C
3922,0.760326364099949,0.6823114307160356,0.3382639739564627,0.18399069785914027,1.7916666666666667,0.6976744186046512,0.2898454157782516,0.3351921896845885,0.4982982425888,0.3747075685029414,0.6906000603731629,0.6327921585501818,A,BRK-B,EMA cross (calm-tuned)
3922,0.698368179500255,0.7295511133299108,0.37840601131251167,-0.0776927252618946,3.375,0.6296296296296297,0.15404040404040403,0.39260027008406084,0.44047113655683434,-0.19171274779450503,0.3454680720937638,0.6327921585501818,A,BRK-B,SuperTrend (calm-tuned)
3922,0.7822539520652728,0.6872224236337263,0.36327453388791137,0.019752554436019355,1.5833333333333333,0.7894736842105263,0.35,0.5361893769133227,0.5054284454813696,0.02891380724171081,0.43267805428253286,0.6327921585501818,A,BRK-B,Online directional-change (calm-tuned)
3947,0.78616670889283,0.6410272532631688,0.3322955938358391,0.12983875455422392,1.6896551724137931,0.7755102040816326,0.3918918918918919,0.4966790956805986,0.4723100290175103,0.31737321157463944,0.6525839839453222,0.8008778704713809,A,AVGO,MODEL calm
3947,0.8087154801114771,0.7257472900078534,0.4584000477448812,0.11370934682562242,1.6896551724137931,0.7959183673469388,0.2714285714285714,0.4765321289695612,0.5666901608284134,0.2768869490167075,0.6702569106650865,0.8008778704713809,A,AVGO,Crypto model C
3947,0.7109196858373448,0.5828872809506612,0.17069844593596242,0.05056475915768144,1.6896551724137931,0.7346938775510204,0.4306930693069307,0.5881972767688121,0.6117612650260902,0.11859443652947087,0.5542516980609501,0.8008778704713809,A,AVGO,EMA cross (calm-tuned)
3947,0.6739295667595643,0.6532154106978051,0.26728457110644255,-0.037224860081818474,2.7241379310344827,0.6835443037974683,0.2714285714285714,0.3927118983051088,0.46960750265556195,-0.10639306259953273,0.4865885533016076,0.8008778704713809,A,AVGO,SuperTrend (calm-tuned)
3947,0.8165695464910059,0.7429167239906677,0.48693744544780887,0.11815741429166447,1.6206896551724137,0.8085106382978723,0.18181818181818182,0.4058823561895558,0.43961289597388553,0.28837460049181984,0.6750372971777968,0.8008778704713809,A,AVGO,Online directional-change (calm-tuned)
3914,0.671691364333163,0.643417191931443,0.31697318755888815,0.07681102275173146,2.34375,0.72,0.18642109064644274,0.4103910753536223,0.39169217017139524,0.20226012687313727,0.48280391745231943,0.5862151345903199,A,TSLA,MODEL calm
3914,0.6371997956055186,0.6287051174598305,0.25809121556704057,-0.012266603744787505,2.21875,0.7183098591549296,0.24187192118226603,0.44347853102182927,0.47673370293883766,-0.04173041412862138,0.3648809422380967,0.5862151345903199,A,TSLA,Crypto model C
3914,0.6282575370464998,0.6142204868310281,0.23256386029206524,0.012685128738863918,1.90625,0.7540983606557377,0.3523065476190476,0.5931935733041471,0.5381780194080787,0.027877414338936292,0.3870378120650992,0.5862151345903199,A,TSLA,EMA cross (calm-tuned)
3914,0.6561062851303014,0.6604681561308766,0.31782307777647356,0.06438168379689337,2.4375,0.7051282051282052,0.11739380022962112,0.33237794795033593,0.4330777377503414,0.1678116510830732,0.5654048158620604,0.5862151345903199,A,TSLA,SuperTrend (calm-tuned)
3914,0.698773633111906,0.6908168616318483,0.38326285950775646,0.09182057265758646,1.65625,0.7358490566037735,0.18512851897184823,0.3745948970664955,0.36974375145235905,0.24596703155109007,0.5443840996260575,0.5862151345903199,A,TSLA,Online directional-change (calm-tuned)
3929,0.7597353016034615,0.6153340409409628,0.26909157719106835,0.09824811446860547,1.588235294117647,0.7592592592592593,0.2363970588235294,0.5268649903678819,0.4444045473580519,0.2426237862281729,0.61174307648726,0.8412177884707351,A,LLY,MODEL calm
3929,0.7182489182998218,0.6530980078938504,0.2876600807066805,-0.01233445099142399,1.7352941176470589,0.7796610169491526,0.3270676691729323,0.5134584003696967,0.5319331665816273,-0.04599827029263078,0.49114163524782645,0.8412177884707351,A,LLY,Crypto model C
3929,0.707050139984729,0.6149341578868943,0.22386644305359213,0.1066162581194312,1.2058823529411764,0.7560975609756098,0.36875,0.5227192601995734,0.47254674921768913,0.2674671166655294,0.6563838655537922,0.8412177884707351,A,LLY,EMA cross (calm-tuned)
3929,0.6691270043268007,0.6439548981348677,0.254463684584479,-0.07864680805883541,2.3823529411764706,0.6666666666666666,0.23926868044515104,0.4540571370383862,0.4870033887945304,-0.2235676683211004,0.3909186178261535,0.8412177884707351,A,LLY,SuperTrend (calm-tuned)
3929,0.7024688215831,0.6366046415388277,0.254913483913754,-0.06250202038382476,1.6470588235294117,0.7678571428571429,0.29380053908355797,0.5478324980894089,0.5238873306214042,-0.17566814642501097,0.4262200854220319,0.8412177884707351,A,LLY,Online directional-change (calm-tuned)
3924,0.795361875637105,0.6575710674570564,0.35731203986869625,0.06500598485318031,2.1818181818181817,0.6875,0.2462160842575155,0.3323445215079266,0.4573223542316685,0.12638826163398326,0.40718749103950524,0.49920052780500984,A,JPM,MODEL calm
3924,0.7696228338430173,0.7029098685276194,0.38350305566996906,0.02366173421809952,2.1818181818181817,0.7291666666666666,0.2367837923393479,0.40400099162150005,0.4852911543600332,0.038800279277572944,0.3743461128370017,0.49920052780500984,A,JPM,Crypto model C
