market,book,alpha_ann,alpha_t,ann_ret,sharpe,max_dd,turnover_day,b_MKT,b_BTC,b_SIZE,b_CMOM,b_STREV
crypto,long-short,1.2446598857586768,7.195161863248845,1.661042803038759,4.085010043616625,-0.24786376771490082,0.6024452269170578,-0.3575211142172578,0.2740052395240251,-0.0459773296519391,-0.30840339640087333,0.15661558416346105
crypto,long-only,0.4182030337145384,5.804456639158291,-0.3743627779872631,-0.5036133960256408,-0.8583714513346004,0.28460485133020347,0.8005379301548643,0.13989449554689787,-0.018123116371298983,-0.1102065039795546,0.053167682632586304
crypto,factor MKT,,,-1.0203416347503662,-1.238055672501401,-0.9926513433456421,,,,,,
crypto,factor BTC,,,0.1064658835530281,0.2107556053570319,-0.6659078598022461,,,,,,
crypto,factor SIZE,,,-0.20828648349815354,-0.8496731850844143,-0.7972823424358102,,,,,,
crypto,factor CMOM,,,-0.027592154751953448,-0.07644497649059538,-0.538199370190899,,,,,,
crypto,factor STREV,,,0.041712335280450694,0.12432807115251054,-0.5369065591168958,,,,,,
crypto,long-short +1 day delay,0.9247319195511293,5.800295091879094,1.335541525465415,3.3588503589150065,-0.21993503343605625,,,,,,
