asset,alpha,t,alpha_bh,t_bh,group
ALLE,6.476911561057434e-05,0.6841533909010753,-7.787682664933145e-05,-0.6799766219678385,Stocks all (1D)
ALXN,-0.00011023503231675382,-0.45442361243381924,-6.646013215527062e-05,-0.2863196779028002,Stocks all (1D)
AMAT,-0.00018316987012720863,-1.0385460456460966,-0.0002473769105016389,-1.2150831360427723,Stocks all (1D)
AMCC-201701,-0.0003380564884235208,-1.183406173594915,-0.00032318689826269973,-1.124743139321556,Stocks all (1D)
AMD,5.369713546850447e-05,0.17176276584258623,0.00015332308414433882,0.4445315373847692,Stocks all (1D)
AME,-0.0001918478113145763,-1.768307393842803,-0.00014443151739844496,-1.2355365057764458,Stocks all (1D)
AMG,-0.0002774660929934779,-1.7463494837159408,-0.00027687188077215496,-1.6095936710868382,Stocks all (1D)
AMGN,2.068778034994543e-05,0.15266371754035418,3.503212505103675e-05,0.28397452135496015,Stocks all (1D)
AMP,-0.00022742223982189603,-1.3977411921833973,-0.00027546829713728484,-1.5208359887562892,Stocks all (1D)
AMT,-0.00015977024608654244,-1.2051620201520772,-8.41219615329072e-05,-0.687614765152869,Stocks all (1D)
AMZN,-0.00017751815832050622,-1.0697721783420955,-0.0001694143752135026,-1.0411374470609187,Stocks all (1D)
AN,-0.0002926551104927719,-1.6043322991678934,-0.00018142013468199793,-0.9387809811599472,Stocks all (1D)
ANDV-201809,-5.728904315600966e-05,-0.1607446653553563,6.001446612232899e-06,0.016319312455272943,Stocks all (1D)
ANET,0.00018531918329025212,0.9167634569966879,0.00016768780715738742,0.8764360266456471,Stocks all (1D)
ANF,-0.0002310946204726154,-0.892635409570465,-0.0002504875485335465,-0.9417835053148237,Stocks all (1D)
ANRZQ-201607,-0.001649972036787361,-1.7173332776761958,-0.001059123660853444,-1.133409612683672,Stocks all (1D)
ANSS,-0.00017205587250319746,-1.2495955376502816,-0.00012308973323264731,-0.8766562831411738,Stocks all (1D)
AON,-0.00014856163937427644,-1.3871713875703249,-8.557527465490847e-05,-0.7177056497710163,Stocks all (1D)
AOS,-0.00020956654422071461,-1.5249633016603972,-0.00019782126871802536,-1.358743285990136,Stocks all (1D)
APA,-0.00027839442763955935,-1.1322185175995845,-0.00024911970473053745,-0.8967873699498538,Stocks all (1D)
APD,-8.684468391418441e-05,-0.758099832729017,-4.652951153284044e-05,-0.39687466876810823,Stocks all (1D)
APH,-0.00014402848628893638,-1.1416178218385329,-0.00012710282359667166,-0.8747623167744394,Stocks all (1D)
APO,-4.4068419994207095e-05,-0.2579407709915635,-1.7886287911761473e-05,-0.1000140948425615,Stocks all (1D)
APTV,-8.34360785137066e-05,-0.4334043494159007,-6.769372028484891e-05,-0.3406847786885339,Stocks all (1D)
ARE,-7.552794671626983e-05,-0.4810824324613435,-2.2299610963233718e-05,-0.14075204125879265,Stocks all (1D)
ARES,5.166367670098462e-05,0.2687373670429782,3.7467414903014887e-06,0.019077374126238358,Stocks all (1D)
ARG-201605,3.575656320321566e-05,0.2429817928809242,8.217550526903827e-05,0.5378314352479816,Stocks all (1D)
ARTY,-1.3003048733801006e-05,-0.06106006768326204,-2.141403031194102e-05,-0.0880521135273005,Stocks all (1D)
ASH,-0.0004103079574660115,-2.578766646457053,-0.0003272324875673951,-1.961418019555937,Stocks all (1D)
ATI,-4.378437799957977e-05,-0.18878691832344868,-5.758228944038719e-05,-0.2365836961141277,Stocks all (1D)
ATO,-0.00013088587764076696,-1.2311204453971079,-9.36579394246349e-05,-0.8485814047337068,Stocks all (1D)
ATVI,0.0002767964766940741,1.4918460955049462,0.00030502035013271056,1.7235155301043363,Stocks all (1D)
AVGO,-0.00031798529641176526,-1.2980472271497554,-0.0002609150911691572,-1.1356682503483801,Stocks all (1D)
AVP,7.067048271026266e-05,0.24791280712683347,5.837870693188596e-05,0.2018863979164914,Stocks all (1D)
AVY,-0.00024775598204945033,-1.632630163810066,-0.0002250978799065679,-1.550394772975127,Stocks all (1D)
AWK,0.00013858642262124424,1.1407017953286693,0.00012181024625419012,1.141134817255293,Stocks all (1D)
AXON,-0.00011639142912929703,-0.5170675281899738,-0.0001211110115138429,-0.5414791668244613,Stocks all (1D)
AXP,-0.00042923951195287646,-2.9067298378497632,-0.00040779116835748606,-2.5592773903618924,Stocks all (1D)
AYI,-0.00011566089866793369,-0.7112722223340827,-0.00010550052271552295,-0.6452502030262535,Stocks all (1D)
AZO,0.00023001716509471872,1.756058277438952,0.00022998084108416273,1.6794068167525666,Stocks all (1D)
BA,-0.00025880634306006656,-1.4700882581701442,-0.00022929457954519285,-1.1545187132041843,Stocks all (1D)
BAC,-0.00036677495323729487,-2.175762075100569,-0.0004602785398754099,-2.3326974680327557,Stocks all (1D)
BALL,-9.340815549332839e-05,-0.7609538504547319,-7.864978671529999e-05,-0.668809536790056,Stocks all (1D)
BAX,3.309803187308182e-05,0.25391450180204905,1.60919729263004e-05,0.12244249442234947,Stocks all (1D)
BBT,-0.00039063515963863566,-2.525036541140487,-0.00037849616635696545,-2.1337520668773955,Stocks all (1D)
BBWI,-0.00013506480840703343,-0.6223499088280627,-0.0001695162128292978,-0.7541258071863768,Stocks all (1D)
BBY,7.736897901500208e-05,0.38792551777659245,6.882635951134171e-05,0.3332450107982152,Stocks all (1D)
BC,-0.0005658431044641731,-2.6953809777048736,-0.0004501886669995079,-2.058713621359733,Stocks all (1D)
BCO,-0.0005125922025849126,-3.110019271261639,-0.0004899172272705005,-2.539892161235687,Stocks all (1D)
BCR-201712,2.882523562120474e-06,0.012604619033208834,-7.786748281001841e-07,-0.0033308760322552497,Stocks all (1D)
BDX,-2.9492344296088094e-05,-0.3053831365547586,-3.888605315885018e-06,-0.0417059280996273,Stocks all (1D)
BEN,-0.00037677080788736547,-2.712245683895622,-0.000332129685607867,-2.2290634143160664,Stocks all (1D)
BF-B,7.683475253227944e-05,0.6474852199331642,0.00010100618434366654,0.773636082838362,Stocks all (1D)
BG,-0.00026862844244276307,-1.9217957367834222,-0.00023787074829111676,-1.617451339363656,Stocks all (1D)
BGG,-0.0002330901300160081,-0.7104048905563514,-0.00011873091369910175,-0.4122077723623728,Stocks all (1D)
BHF,0.00010654597207328172,0.46289641028777995,-0.00022883850590363686,-0.8741177618062751,Stocks all (1D)
BIIB,5.684343607557652e-05,0.35446325495528,0.00012878311654557155,0.7830946612367831,Stocks all (1D)
BIO,-0.00012061222784725584,-0.8478935684451158,-0.00010325253214697624,-0.7091722722031218,Stocks all (1D)
BKNG,-0.00028952507098993344,-1.6629708509662537,-0.0001598386399590025,-0.8649178020354314,Stocks all (1D)
BKR,-0.0003876004582204431,-2.2420336556149993,-0.00037317087056998533,-1.952763445083905,Stocks all (1D)
BLDR,-0.0001930864270364605,-0.8078306081498619,-0.00019650939093525038,-0.8155051486494468,Stocks all (1D)
BLK,-0.0001839786478225023,-1.469961503819963,-0.0002018832011626641,-1.537136621438823,Stocks all (1D)
BMS,-0.00012952776633411592,-0.9199242489899978,-7.788346883810595e-06,-0.059378314944338595,Stocks all (1D)
BMY,6.547222452990243e-05,0.4946288504025052,6.231649871466175e-05,0.4579789887691467,Stocks all (1D)
BNY,-0.00030350493312901504,-2.3858490990791954,-0.0003093716579520185,-2.088411166289009,Stocks all (1D)
BR,7.920263558398347e-05,0.7132382569673268,2.5712481982850292e-05,0.22233169658372817,Stocks all (1D)
BRK-B,-9.426087964475101e-05,-1.0592994932680697,-9.226950291013788e-05,-0.924864427541523,Stocks all (1D)
BRO,0.00021188087983837526,1.6370853488394141,0.00020333888296214793,1.5822943618705958,Stocks all (1D)
BSX,0.00016588659567121455,1.0568960462746053,0.00019650576236614572,1.2623608581904409,Stocks all (1D)
BVSN,0.00010819842069456468,0.1934834952624869,0.00036041203733836927,0.7443426519350606,Stocks all (1D)
BWA,-0.00010330305183952838,-0.6113500120459046,-7.261302035142384e-05,-0.4443717369709498,Stocks all (1D)
BX,-0.0001398994081329881,-0.8807875273949445,-0.0001709917062293038,-1.060960216059136,Stocks all (1D)
BXP,-0.000215268610241002,-1.4628777447103194,-0.00020883752129359097,-1.3789167813849261,Stocks all (1D)
C,-0.00036963042453679544,-1.9289568586600598,-0.0004172061824970534,-1.9411677376451837,Stocks all (1D)
CAG,-1.8353312120887667e-06,-0.01365093928623529,2.8107262701112762e-05,0.21879962958040294,Stocks all (1D)
CAH,-0.00011777718055663787,-0.8830562567394642,-7.298332371196941e-05,-0.5750919447282169,Stocks all (1D)
CAL,-0.0006282621918583245,-2.3071392655532437,-0.00041904619242481107,-1.4367261812534462,Stocks all (1D)
CAR,-0.0003882020467458877,-1.1663050303479645,-0.000520641493502094,-1.4141957754347125,Stocks all (1D)
CARR,-0.0003928699447100892,-1.412791295826265,-0.00038155128578720834,-1.3470264025170673,Stocks all (1D)
CASY,0.00012380810007218005,0.8221820723188171,0.00019554624487087523,1.4066424412928664,Stocks all (1D)
CAT,-6.26807179602515e-05,-0.40131600660048594,-8.8546855222474e-05,-0.5382436398946743,Stocks all (1D)
CB,-0.00021682071334700977,-2.0792182405585575,-0.0001437141023721604,-1.2753734627022464,Stocks all (1D)
CBOE,-5.068516841088689e-05,-0.3751309565229778,-3.518715800296996e-05,-0.26214732029243143,Stocks all (1D)
CBRE,-0.00016556946592701313,-0.9279171928189783,-0.00020367999637046984,-1.0694027176288525,Stocks all (1D)
CCEP,-0.00029509140947270144,-1.945757283411124,-0.0002312185600372785,-1.5071426621978046,Stocks all (1D)
CCI,-4.401890750851805e-06,-0.0379910137382849,1.4789761233190885e-05,0.1316013501999934,Stocks all (1D)
CCK,-0.00017075105626283298,-1.4372198231447122,-9.220625921983305e-05,-0.691525910231519,Stocks all (1D)
CCL,-0.0006040574146571382,-2.600038390573823,-0.00046044767220225784,-1.8600170162875835,Stocks all (1D)
CDNS,1.690270654106272e-05,0.10941796332997128,5.518959557284251e-05,0.35293111477420747,Stocks all (1D)
CDW,4.9022065231405875e-05,0.36712656434804586,-1.8955129421021504e-05,-0.11621253193219763,Stocks all (1D)
CE,-0.00013970592507617664,-0.7862857988655001,-0.00024857299478151456,-1.3342648465296874,Stocks all (1D)
CELG,-0.0001136007789495322,-0.5619344477205253,-0.00014175022826808266,-0.6213747640707672,Stocks all (1D)
CERN,4.854241204694088e-05,0.2861880677879499,6.117851320151112e-05,0.35385323812933206,Stocks all (1D)
CF,1.4059622050585086e-05,0.07326755637826464,1.5177146878446775e-05,0.08027489804921921,Stocks all (1D)
CFG,-0.0003234140433900393,-1.7194591615262966,-0.0002580032122160804,-1.3340002740678265,Stocks all (1D)
CHD,5.444301922674353e-06,0.04947930016874279,2.3589935494820654e-05,0.22703769105830424,Stocks all (1D)
CHK,0.00028465729656053043,0.48532192769939947,1.839605904021261e-05,0.03276050357638488,Stocks all (1D)
CHRW,-8.86947621154679e-08,-0.0008331135267122629,1.7699811372251176e-05,0.17084395111203543,Stocks all (1D)
CHTR,-0.00012841695730388266,-0.863791212395801,1.0536054163804034e-05,0.05695485101216229,Stocks all (1D)
CI,-3.2459177524403e-05,-0.23422840259087274,-9.661845660381172e-05,-0.6255105532216377,Stocks all (1D)
CIEN,-0.00025278715615089845,-1.182995775969526,-0.00018714089400489355,-0.8567586038688361,Stocks all (1D)
CINF,-0.00025286678509362247,-2.2778909550254602,-0.00024561906588548607,-1.8253072551202114,Stocks all (1D)
CL,-0.00015925186717470258,-1.819297573129424,-9.066235314475875e-05,-1.0721170350188107,Stocks all (1D)
CLF,-0.00013248560081730517,-0.4205035399879333,-0.0001066046843293503,-0.32446452818621657,Stocks all (1D)
CLX,-5.266448149983072e-06,-0.041390146508336695,2.2378685395149627e-05,0.1832845153444276,Stocks all (1D)
CMA,-0.00023944167083605631,-1.5160011660094719,-0.00034162259301004415,-1.8865297851381466,Stocks all (1D)
CMCSA,-0.00036010548003954945,-2.9756844267908016,-0.0003495508958365321,-2.5845934946154228,Stocks all (1D)
CMCSK-201512,-0.0006386678078080191,-2.9786575374589526,-0.0005055891629907772,-2.1045349607763755,Stocks all (1D)
CME,-0.00021840438540604465,-1.555193487682619,-0.00019453280562489855,-1.5378712040382112,Stocks all (1D)
CMG,0.00010428289392446162,0.6396123489076935,0.0001196301363329214,0.6758723058084326,Stocks all (1D)
CMI,-8.632665965225556e-05,-0.6894832283416034,-0.00012573284443477025,-0.953362731638405,Stocks all (1D)
CMS,3.054253672651419e-05,0.31145142093699735,4.5072950843721614e-05,0.43729213975142983,Stocks all (1D)
CNC,0.0002137302306767639,1.4340393605407118,0.000152873921399974,0.9791379184456834,Stocks all (1D)
CNP,-0.00024221247397183257,-2.2455235664409607,-0.00021162521837513724,-1.623790987171042,Stocks all (1D)
CNW-201510,0.00011083915900252098,0.36194206057039335,0.0003627516426598354,0.9493396206086332,Stocks all (1D)
CNX,5.3958856315533185e-05,0.2510275882639292,0.000106180184912217,0.5019995881122307,Stocks all (1D)
COF,-0.0005393268583777698,-3.287603313313877,-0.0005111907073152532,-2.573648033080276,Stocks all (1D)
COHR,-5.618372748253717e-05,-0.23975571268662826,-6.0662432030757235e-05,-0.25536158776499396,Stocks all (1D)
COL-201811,2.2161329926260445e-05,0.16347122315744808,3.710072094963442e-05,0.2759046442167653,Stocks all (1D)
COO,-7.393994026658497e-05,-0.5401163687452336,-7.793233526028462e-05,-0.5424574602351991,Stocks all (1D)
COP,-0.0002711798217792152,-1.8787974437600237,-0.00025108879550145204,-1.5654511269768976,Stocks all (1D)
COR,-4.012120428021174e-05,-0.29123629240818416,-3.8669349176844155e-05,-0.29138129347396474,Stocks all (1D)
COST,5.974296865993184e-05,0.4132466894250687,6.636418836913542e-05,0.47342794377121916,Stocks all (1D)
COTY,-4.214641424323913e-05,-0.1435748474416432,1.3033214466959534e-05,0.044435980440494224,Stocks all (1D)
COV-201501,-4.1337372352203474e-05,-0.26870746672682644,-0.0001727261323309608,-1.1710896164523945,Stocks all (1D)
CPAY,0.00013355020396465655,1.1574951687825892,9.935145440822184e-05,0.8046862872467652,Stocks all (1D)
CPB,0.00011348360801851131,0.9773907159035814,0.00014565231884837324,1.3188999668779955,Stocks all (1D)
CPRI,-0.000513053288298161,-1.990622631438979,-0.0005271761246847036,-1.9349542656384222,Stocks all (1D)
CPRT,7.189870583922e-05,0.5055728107646552,6.654376352827076e-05,0.41101681487142805,Stocks all (1D)
CPT,-0.00020236552470609813,-1.2960353025962084,-0.00012350623879966917,-0.8196461697525373,Stocks all (1D)
CRL,-8.768838523011467e-05,-0.5358880827161966,-9.292329019831476e-05,-0.5564913497088576,Stocks all (1D)
CRM,-0.0001045473225731298,-0.6368244186305406,-0.00010643685332492522,-0.6458164807201545,Stocks all (1D)
CRWD,-0.0004063777796442762,-0.9604857819557987,-0.00029592850113028364,-0.6471135612964027,Stocks all (1D)
CSCO,-0.00010058988185309013,-0.732062494388574,-7.506419984784424e-05,-0.5043453975560062,Stocks all (1D)
CSGP,3.9380514948881936e-05,0.2736414325257115,5.0742477817624805e-05,0.3305035508550896,Stocks all (1D)
CSX,-0.00024405182936409667,-1.8848657436434946,-0.00017655422085961076,-1.3656267689912658,Stocks all (1D)
CTAS,-0.00013783608916015106,-1.0833828535132999,-0.00014900240457649142,-0.9366325069132331,Stocks all (1D)
CTB,-0.00020969980879511496,-0.7860943460415994,-0.00019652714534523828,-0.6892475346317815,Stocks all (1D)
CTLT,-0.00019438159537686156,-0.8717783788560557,-0.00018575803618296332,-0.8016578657418915,Stocks all (1D)
CTRA,-0.00011008596792849246,-0.6557439179202365,-9.675625220423683e-05,-0.5878932568972336,Stocks all (1D)
CTSH,-0.00010191376415568286,-0.6372533066745655,-0.00010837085752195192,-0.6795683290478303,Stocks all (1D)
CTVA,0.00010788789287229783,0.5063596197258097,2.115884452474337e-05,0.09704098100789747,Stocks all (1D)
CTXS,0.000319379729069514,1.409300256063868,0.0002967729793825391,1.422351109593845,Stocks all (1D)
CVG,-5.710618573814025e-05,-0.3414716958675276,-1.4529762083787426e-05,-0.08330726036273484,Stocks all (1D)
CVNA,-0.0004365472610856399,-0.7906285633080846,-0.0005863394320138851,-1.0256002617621238,Stocks all (1D)
CVS,9.915490802064176e-05,0.6978208204458298,0.0001343177904222609,0.8893655039101525,Stocks all (1D)
CVX,-0.0002497941778092226,-1.9220437723942059,-0.0001745605678075057,-1.2287615142207602,Stocks all (1D)
CXO,-0.00029451719940020907,-1.4446615895851154,-0.0003096897868129118,-1.4154229258791575,Stocks all (1D)
CZR,5.933528968321962e-05,0.17179455980671565,1.0279309370662092e-05,0.02578287150208802,Stocks all (1D)
D,-9.969495216379908e-05,-0.8705777919877612,-4.190182436934308e-05,-0.37131393845765076,Stocks all (1D)
DAL,-4.464362209301442e-05,-0.2547690790565044,-1.8193523256784537e-05,-0.10058838430531665,Stocks all (1D)
DAY,0.00015157179260739148,0.5471675158520972,0.0001198672482008691,0.40743124305944517,Stocks all (1D)
DD,-0.0001229485492182699,-0.7014256888347706,-0.00010534306823284487,-0.6275702252442603,Stocks all (1D)
DDOG,-0.0002726229608277246,-0.5820015285575566,-0.00026648436133143563,-0.561091922481197,Stocks all (1D)
DDR,0.00018291692225341836,0.8105059827191321,0.00013604762002403155,0.5735596737251055,Stocks all (1D)
DDS,-0.0002678332630936306,-0.9586094647112641,-0.0002993408139656788,-0.9880280409513763,Stocks all (1D)
DE,-0.0001743880742533306,-1.1789368113141245,-0.0001478175577535697,-0.9830106751527641,Stocks all (1D)
DECK,-0.0001931832354715381,-0.9369458230520791,-0.0001699632275919782,-0.8152379645522099,Stocks all (1D)
DELL,1.7783775560613803e-05,0.06629034057623172,2.522623088571879e-05,0.0859300947303664,Stocks all (1D)
DFS,-0.0002851867661509491,-1.310549781806872,-0.0002827635128388041,-1.1776010377824155,Stocks all (1D)
DG,-3.495143097585147e-05,-0.2125435026269702,8.072738457376765e-07,0.004677998208853523,Stocks all (1D)
DGX,-4.8260258104256916e-05,-0.4435123991736884,-3.321303811348568e-05,-0.3005372656144841,Stocks all (1D)
DHI,1.221547845810553e-05,0.05809147066071076,4.6042735334052665e-05,0.22123570721713529,Stocks all (1D)
DHR,-0.00013483601984167197,-1.0559511515442859,-7.055858014215827e-05,-0.5668594980939701,Stocks all (1D)
DIA,-0.00021479479398329833,-2.7869808095288247,-0.00022974779363147974,-2.5496440651642405,Stocks all (1D)
DIS,-0.00018653078174410962,-1.3416328267240485,-0.0002570258644762067,-1.6981514418715011,Stocks all (1D)
DISCK,-9.757798062399649e-05,-0.47642351440597747,-0.00012027888519495954,-0.5806697015493212,Stocks all (1D)
DISH,-0.00038480138226698027,-1.8642618248225202,-0.0004009758656287961,-1.8833390119644124,Stocks all (1D)
DLR,-0.00014527808330590898,-1.3004903331073336,-0.00012668037952490418,-1.1335344632977449,Stocks all (1D)
DLTR,0.00011347471239512815,0.6630644147756314,6.066089250263056e-05,0.35051236014170284,Stocks all (1D)
DLX,-0.0003579560079944571,-1.9927014360827076,-0.0004021328230052677,-1.9281151484006762,Stocks all (1D)
DNR,0.00019242049967847563,0.41049003379914495,4.964527933569483e-05,0.10196985874213646,Stocks all (1D)
DOC,-1.031763310397312e-06,-0.00550552215724752,2.5070695439170225e-05,0.14191922565699266,Stocks all (1D)
DOV,-0.0002657574881288863,-1.863295361654438,-0.00029481234475381424,-1.8943402453501994,Stocks all (1D)
DOW,0.00013352731840534415,0.651554134910652,-0.0002122560622090882,-0.7718599442076856,Stocks all (1D)
DPZ,2.0894924429534078e-05,0.16254753875763678,3.2792660882624315e-05,0.25059845187111185,Stocks all (1D)
DRE,-6.430023346997086e-05,-0.3843524982099393,2.1216516333155646e-05,0.10717350003015408,Stocks all (1D)
DRI,-0.0002325457995820295,-1.3211065434602614,-0.0001482194203112246,-0.7452001718704916,Stocks all (1D)
DSI,-0.00020406907696371145,-2.0265018441811344,-0.0001866396027245728,-1.7887633482633416,Stocks all (1D)
DTE,-3.0912939877472764e-05,-0.3073998158931805,4.765259402705125e-06,0.04228705390077651,Stocks all (1D)
DUK,2.554927434157316e-06,0.02388560441995672,3.4169775347153625e-05,0.32320728517731406,Stocks all (1D)
DVA,-0.00032356256364898843,-1.8773339203479287,-0.00031159153164118226,-1.8164310933354721,Stocks all (1D)
DVN,-0.0001277940329511394,-0.6965458940856394,-0.00021579232411067845,-1.0060665897622427,Stocks all (1D)
DVY,-0.0001954108443226644,-2.1973020286985614,-0.00017848453524186,-1.8658041444927544,Stocks all (1D)
DXC,-9.084841690779497e-05,-0.3653245881716788,-4.991317575928471e-05,-0.2048287089228924,Stocks all (1D)
DXCM,0.00035152864121575534,1.8467963548879833,0.00032099340591224625,1.5936259687539829,Stocks all (1D)
EA,0.0002057099636040529,1.277352052934509,0.0002488259317871375,1.5269807121428867,Stocks all (1D)
EBAY,-7.925538269688656e-05,-0.5346618582557288,1.463836746555839e-05,0.09627830178958748,Stocks all (1D)
ECHO,2.3876139143734413e-05,0.15701476401422115,2.8988488867134632e-06,0.018664088930764707,Stocks all (1D)
ECL,-0.00024354957754115782,-2.154292903374477,-0.00017799736439944472,-1.5430950880081398,Stocks all (1D)
ED,5.709125045997658e-05,0.6013486435753197,7.431088668799311e-05,0.781541199926876,Stocks all (1D)
EEM,-0.0001410459089269093,-1.5027793174368602,-0.0001255499176599587,-1.2903908432739093,Stocks all (1D)
EFA,-0.00013717554284668147,-1.5887557980135771,-0.00011721117460018731,-1.2816110003480883,Stocks all (1D)
EFX,-0.00016165707859992385,-1.0420796626443616,-0.00018344077962921797,-1.1232218085870296,Stocks all (1D)
EG,-0.00023984381078807432,-2.1079324320570043,-0.0001206304952602599,-1.007609033045249,Stocks all (1D)
EHC,6.469821196364197e-05,0.34893324478997334,3.241888682225627e-05,0.1744377399131692,Stocks all (1D)
EIX,-5.456824867137751e-05,-0.41208630560695414,-3.925389612617867e-06,-0.028749720195747275,Stocks all (1D)
EL,0.00011179197149016747,0.7115125860449951,0.00012864664717444563,0.7519236338180973,Stocks all (1D)
ELV,3.119860032226873e-05,0.23945985447381976,8.90167225217141e-05,0.6686168744091919,Stocks all (1D)
EME,-0.00013156555532562106,-0.8808588770745106,-0.00012160476517490495,-0.6883435824697363,Stocks all (1D)
EMIF,-0.00017857869583250184,-1.8670391987186286,-0.00019695937370132333,-2.104887316838774,Stocks all (1D)
EMN,-0.0004059423157205547,-2.51169547885809,-0.0003778596557826044,-2.1470144325854696,Stocks all (1D)
EMR,-0.00025161170701300695,-1.9018636869076633,-0.00019327580834505425,-1.393858312190761,Stocks all (1D)
ENPH,-0.0005336967419821935,-1.2106385715256252,-0.00030620172487976486,-0.6857600459056628,Stocks all (1D)
EOG,-0.0003352917868937709,-2.135754023699182,-0.00031215093446936547,-1.7176305804954117,Stocks all (1D)
EPAM,0.00011764240190283712,0.5680293559686952,0.00020149808703927568,0.8441876562556524,Stocks all (1D)
EQIX,5.662367516075382e-05,0.3787074805789611,5.19194171860498e-05,0.35275973651717135,Stocks all (1D)
EQT,-5.9025755392825085e-05,-0.30845979980618005,-3.731552033781297e-05,-0.1997738720591905,Stocks all (1D)
ERIE,0.000238489175526836,1.876639037893372,0.00020456201364554125,1.5552430472532621,Stocks all (1D)
ES,-4.164463035357224e-05,-0.39860246372157665,-3.366166631153439e-05,-0.3128860048165892,Stocks all (1D)
ESRX-201812,-0.0002008401875459087,-1.0307497911903793,-0.00012473868583556737,-0.6077784542640369,Stocks all (1D)
ESS,-0.00014320937286630122,-1.0450293354602715,-9.273031911902607e-05,-0.6784380846396564,Stocks all (1D)
ETFC,-0.000663706207639729,-2.832198469578224,-0.000568130107803598,-2.3028941725134056,Stocks all (1D)
ETN,-0.0003216385216721393,-2.086327496835107,-0.00028031714396334074,-1.7963721862901987,Stocks all (1D)
ETR,0.00011628799770706564,1.0794889627070146,9.73913791724017e-05,0.7973886863715367,Stocks all (1D)
ETSY,0.00032536170038401254,1.0549096134243219,0.00032777349961916506,1.0051147209925033,Stocks all (1D)
EUFN,-0.00021604623691081975,-1.6238319135247608,-0.00019836077989137258,-1.4855058260283074,Stocks all (1D)
EVRG,7.337839999258372e-05,0.6871571965525981,7.733921416195545e-05,0.6960161308652305,Stocks all (1D)
EW,-6.511468760231328e-05,-0.38835719847990685,3.606071152178499e-06,0.021515251566015064,Stocks all (1D)
EWA,-0.00020587891569791934,-1.6551857240479102,-0.0001286327588114888,-1.028474618617768,Stocks all (1D)
EWC,-0.00022624687257955957,-2.5849973431080984,-0.00021983408972341313,-2.1825213078424213,Stocks all (1D)
EWG,-0.0002477792849997443,-2.2176452893730643,-0.0002182730089722361,-1.733077401346847,Stocks all (1D)
EWH,-0.00017215216814387837,-1.9428734799807639,-0.00014703060583064068,-1.5247537492757481,Stocks all (1D)
EWJ,-0.00019505266822641051,-2.482696666150569,-0.00012719306300348752,-1.4612587906031134,Stocks all (1D)
EWS,-0.0001618699598735347,-1.6056061649879372,-0.0001369593465559508,-1.278569230782119,Stocks all (1D)
EWT,-0.00017238812896594035,-1.6068441103807676,-0.0001668252146626834,-1.4560567211717284,Stocks all (1D)
