cand,label,cfg,split,fpt,miss,delay
"RV|('C', 0, 0.2, 0.5)",RV,"('C', 0, 0.2, 0.5)",1,1.4285714285714286,0.4602885141750229,21.0
"RV|('C', 0, 0.2, 1)",RV,"('C', 0, 0.2, 1)",1,1.2,0.4936073697488853,23.0
"RV|('C', 0, 0.2, 2)",RV,"('C', 0, 0.2, 2)",1,1.0,0.5,26.0
"RV|('C', 0, 0.2, 4)",RV,"('C', 0, 0.2, 4)",1,0.7142857142857143,0.5,26.0
"RV|('C', 0, 0.2, 8)",RV,"('C', 0, 0.2, 8)",1,0.5,0.5,18.0
"RV|('C', 0, 0.3, 0.5)",RV,"('C', 0, 0.3, 0.5)",1,1.1666666666666667,0.4956819395912381,23.0
"RV|('C', 0, 0.3, 1)",RV,"('C', 0, 0.3, 1)",1,1.0,0.5,25.0
"RV|('C', 0, 0.3, 2)",RV,"('C', 0, 0.3, 2)",1,0.8,0.5,26.0
"RV|('C', 0, 0.3, 4)",RV,"('C', 0, 0.3, 4)",1,0.5,0.5,23.0
"RV|('C', 0, 0.3, 8)",RV,"('C', 0, 0.3, 8)",1,0.2,0.5,17.0
"B0.5|('H', 1, 0.1, -0.1)",B0.5,"('H', 1, 0.1, -0.1)",2,10.0,0.19724628734629773,4.5
"B0.5|('H', 1, 0.1, 0.0)",B0.5,"('H', 1, 0.1, 0.0)",2,17.375,0.19724628734629773,4.5
"B0.5|('H', 1, 0.1, 0.05)",B0.5,"('H', 1, 0.1, 0.05)",2,20.9,0.19724628734629773,4.5
"B0.5|('H', 1, 0.2, -0.2)",B0.5,"('H', 1, 0.2, -0.2)",2,7.5,0.2325964149501317,5.5
"B0.5|('H', 1, 0.2, 0.0)",B0.5,"('H', 1, 0.2, 0.0)",2,16.6,0.2325964149501317,5.5
"B0.5|('H', 1, 0.2, 0.1)",B0.5,"('H', 1, 0.2, 0.1)",2,21.625,0.2325964149501317,5.5
"B0.5|('H', 1, 0.3, -0.3)",B0.5,"('H', 1, 0.3, -0.3)",2,5.8,0.24275357997987257,7.0
"B0.5|('H', 1, 0.3, 0.0)",B0.5,"('H', 1, 0.3, 0.0)",2,15.325,0.2444631736498254,7.0
"B0.5|('H', 1, 0.3, 0.15)",B0.5,"('H', 1, 0.3, 0.15)",2,20.45,0.2444631736498254,7.0
"B0.5|('H', 1, 0.4, -0.4)",B0.5,"('H', 1, 0.4, -0.4)",2,4.5,0.28298478301378593,8.0
"B0.5|('H', 1, 0.4, 0.0)",B0.5,"('H', 1, 0.4, 0.0)",2,13.775,0.2876056810045432,8.5
"B0.5|('H', 1, 0.4, 0.2)",B0.5,"('H', 1, 0.4, 0.2)",2,19.125,0.2876056810045432,9.0
"B0.5|('H', 1, 0.5, -0.5)",B0.5,"('H', 1, 0.5, -0.5)",2,3.291666666666667,0.30359550305332217,10.0
"B0.5|('H', 1, 0.5, 0.0)",B0.5,"('H', 1, 0.5, 0.0)",2,11.0,0.3252680109446898,11.5
"B0.5|('H', 1, 0.5, 0.25)",B0.5,"('H', 1, 0.5, 0.25)",2,15.875,0.3252680109446898,11.5
"B0.5|('H', 3, 0.1, -0.1)",B0.5,"('H', 3, 0.1, -0.1)",2,5.55,0.2529694229902727,7.0
"B0.5|('H', 3, 0.1, 0.0)",B0.5,"('H', 3, 0.1, 0.0)",2,11.25,0.2529694229902727,7.0
"B0.5|('H', 3, 0.1, 0.05)",B0.5,"('H', 3, 0.1, 0.05)",2,13.25,0.2529694229902727,7.0
"B0.5|('H', 3, 0.2, -0.2)",B0.5,"('H', 3, 0.2, -0.2)",2,4.2,0.2810068652097176,8.75
"B0.5|('H', 3, 0.2, 0.0)",B0.5,"('H', 3, 0.2, 0.0)",2,10.8,0.28551361993591506,9.0
"B0.5|('H', 3, 0.2, 0.1)",B0.5,"('H', 3, 0.2, 0.1)",2,12.55,0.28762350387828317,9.0
"B0.5|('H', 3, 0.3, -0.3)",B0.5,"('H', 3, 0.3, -0.3)",2,3.414285714285714,0.30695562241622154,10.5
"B0.5|('H', 3, 0.3, 0.0)",B0.5,"('H', 3, 0.3, 0.0)",2,9.5,0.31074480834223495,11.0
"B0.5|('H', 3, 0.3, 0.15)",B0.5,"('H', 3, 0.3, 0.15)",2,11.55,0.3145783118357315,11.25
"B0.5|('H', 3, 0.4, -0.4)",B0.5,"('H', 3, 0.4, -0.4)",2,2.4,0.3573160962741741,13.0
"B0.5|('H', 3, 0.4, 0.0)",B0.5,"('H', 3, 0.4, 0.0)",2,7.675,0.3627411964951508,14.0
"B0.5|('H', 3, 0.4, 0.2)",B0.5,"('H', 3, 0.4, 0.2)",2,9.875,0.3674585066468906,14.0
"B0.5|('H', 3, 0.5, -0.5)",B0.5,"('H', 3, 0.5, -0.5)",2,1.0,0.45776692999550406,17.0
"B0.5|('H', 3, 0.5, 0.0)",B0.5,"('H', 3, 0.5, 0.0)",2,5.5,0.5292600893697224,21.0
"B0.5|('H', 3, 0.5, 0.25)",B0.5,"('H', 3, 0.5, 0.25)",2,7.25,0.5292600893697224,22.5
"B0.5|('H', 5, 0.1, -0.1)",B0.5,"('H', 5, 0.1, -0.1)",2,4.291666666666666,0.27293398363908494,9.0
"B0.5|('H', 5, 0.1, 0.0)",B0.5,"('H', 5, 0.1, 0.0)",2,9.8,0.27746882252870264,9.0
"B0.5|('H', 5, 0.1, 0.05)",B0.5,"('H', 5, 0.1, 0.05)",2,11.325,0.27746882252870264,9.0
"B0.5|('H', 5, 0.2, -0.2)",B0.5,"('H', 5, 0.2, -0.2)",2,3.4,0.3007008388096901,10.25
"B0.5|('H', 5, 0.2, 0.0)",B0.5,"('H', 5, 0.2, 0.0)",2,8.4,0.30462372597127896,11.0
"B0.5|('H', 5, 0.2, 0.1)",B0.5,"('H', 5, 0.2, 0.1)",2,9.625,0.3072258631359309,11.0
"B0.5|('H', 5, 0.3, -0.3)",B0.5,"('H', 5, 0.3, -0.3)",2,2.55,0.3482738831826894,12.5
"B0.5|('H', 5, 0.3, 0.0)",B0.5,"('H', 5, 0.3, 0.0)",2,7.300000000000001,0.3607541587071201,13.5
"B0.5|('H', 5, 0.3, 0.15)",B0.5,"('H', 5, 0.3, 0.15)",2,8.775,0.3625468315298528,13.75
"B0.5|('H', 5, 0.4, -0.4)",B0.5,"('H', 5, 0.4, -0.4)",2,1.6666666666666667,0.40686145748646635,15.5
"B0.5|('H', 5, 0.4, 0.0)",B0.5,"('H', 5, 0.4, 0.0)",2,5.75,0.4444703721581168,17.0
"B0.5|('H', 5, 0.4, 0.2)",B0.5,"('H', 5, 0.4, 0.2)",2,7.225,0.44924255240002886,18.25
"B0.5|('H', 5, 0.5, -0.5)",B0.5,"('H', 5, 0.5, -0.5)",2,0.3333333333333333,0.5,20.0
"B0.5|('H', 5, 0.5, 0.0)",B0.5,"('H', 5, 0.5, 0.0)",2,3.8,0.6725233754367808,27.75
"B0.5|('H', 5, 0.5, 0.25)",B0.5,"('H', 5, 0.5, 0.25)",2,5.0,0.6725233754367808,28.0
"B0.5|('H', 10, 0.1, -0.1)",B0.5,"('H', 10, 0.1, -0.1)",2,3.0,0.3207023196780263,12.0
"B0.5|('H', 10, 0.1, 0.0)",B0.5,"('H', 10, 0.1, 0.0)",2,7.2,0.3236495773995168,12.5
"B0.5|('H', 10, 0.1, 0.05)",B0.5,"('H', 10, 0.1, 0.05)",2,8.0,0.3262186130436082,13.0
"B0.5|('H', 10, 0.2, -0.2)",B0.5,"('H', 10, 0.2, -0.2)",2,2.2,0.3513648465609361,14.0
"B0.5|('H', 10, 0.2, 0.0)",B0.5,"('H', 10, 0.2, 0.0)",2,5.875,0.3743267482913164,15.25
"B0.5|('H', 10, 0.2, 0.1)",B0.5,"('H', 10, 0.2, 0.1)",2,6.675,0.376801623417348,15.5
"B0.5|('H', 10, 0.3, -0.3)",B0.5,"('H', 10, 0.3, -0.3)",2,1.5,0.4210978569724285,18.0
"B0.5|('H', 10, 0.3, 0.0)",B0.5,"('H', 10, 0.3, 0.0)",2,4.55,0.4714899542395899,19.25
"B0.5|('H', 10, 0.3, 0.15)",B0.5,"('H', 10, 0.3, 0.15)",2,5.4,0.47430658371153545,19.5
"B0.5|('H', 10, 0.4, -0.4)",B0.5,"('H', 10, 0.4, -0.4)",2,0.6666666666666666,0.5,24.0
"B0.5|('H', 10, 0.4, 0.0)",B0.5,"('H', 10, 0.4, 0.0)",2,3.5,0.6188143728980692,27.0
"B0.5|('H', 10, 0.4, 0.2)",B0.5,"('H', 10, 0.4, 0.2)",2,4.2,0.6188143728980692,27.25
"B0.5|('H', 10, 0.5, -0.5)",B0.5,"('H', 10, 0.5, -0.5)",2,0.0,0.5,15.25
"B0.5|('H', 10, 0.5, 0.0)",B0.5,"('H', 10, 0.5, 0.0)",2,2.0,0.8181788011944148,35.5
"B0.5|('H', 10, 0.5, 0.25)",B0.5,"('H', 10, 0.5, 0.25)",2,2.6,0.8285585444192438,36.5
"B0.5|('C', 0, 0.0, 0.5)",B0.5,"('C', 0, 0.0, 0.5)",2,6.2,0.24895395738066,6.25
"B0.5|('C', 0, 0.0, 1)",B0.5,"('C', 0, 0.0, 1)",2,4.5,0.27504672620734794,7.75
"B0.5|('C', 0, 0.0, 2)",B0.5,"('C', 0, 0.0, 2)",2,3.225,0.2904412357090246,10.25
"B0.5|('C', 0, 0.0, 4)",B0.5,"('C', 0, 0.0, 4)",2,2.1547619047619047,0.35453900363127255,14.0
"B0.5|('C', 0, 0.0, 8)",B0.5,"('C', 0, 0.0, 8)",2,1.0,0.4601606697652339,22.75
"B0.5|('C', 0, 0.1, 0.5)",B0.5,"('C', 0, 0.1, 0.5)",2,5.0,0.2673756125594535,7.5
"B0.5|('C', 0, 0.1, 1)",B0.5,"('C', 0, 0.1, 1)",2,3.6,0.29824311041243706,9.5
"B0.5|('C', 0, 0.1, 2)",B0.5,"('C', 0, 0.1, 2)",2,2.5,0.3378684777211044,12.0
"B0.5|('C', 0, 0.1, 4)",B0.5,"('C', 0, 0.1, 4)",2,1.5,0.4201767799854651,17.0
"B0.5|('C', 0, 0.1, 8)",B0.5,"('C', 0, 0.1, 8)",2,0.5,0.5,25.0
"B0.5|('C', 0, 0.2, 0.5)",B0.5,"('C', 0, 0.2, 0.5)",2,3.708333333333333,0.3013812949891107,9.0
"B0.5|('C', 0, 0.2, 1)",B0.5,"('C', 0, 0.2, 1)",2,3.0,0.3378742313448878,11.25
"B0.5|('C', 0, 0.2, 2)",B0.5,"('C', 0, 0.2, 2)",2,1.7142857142857142,0.3967871862745168,14.75
"B0.5|('C', 0, 0.2, 4)",B0.5,"('C', 0, 0.2, 4)",2,0.8452380952380952,0.5,22.5
"B0.5|('C', 0, 0.2, 8)",B0.5,"('C', 0, 0.2, 8)",2,0.0,0.5,20.5
"B0.5|('C', 0, 0.3, 0.5)",B0.5,"('C', 0, 0.3, 0.5)",2,3.0,0.33989407962756046,11.0
"B0.5|('C', 0, 0.3, 1)",B0.5,"('C', 0, 0.3, 1)",2,2.0,0.3686277649837329,13.5
"B0.5|('C', 0, 0.3, 2)",B0.5,"('C', 0, 0.3, 2)",2,1.0,0.45580560888023103,20.25
"B0.5|('C', 0, 0.3, 4)",B0.5,"('C', 0, 0.3, 4)",2,0.0,0.5,21.0
"B0.5|('C', 0, 0.3, 8)",B0.5,"('C', 0, 0.3, 8)",2,0.0,0.5,21.75
"B1|('H', 1, 0.1, -0.1)",B1,"('H', 1, 0.1, -0.1)",2,4.0,0.3234978462026364,9.5
"B1|('H', 1, 0.1, 0.0)",B1,"('H', 1, 0.1, 0.0)",2,9.2,0.3252267961786382,9.75
"B1|('H', 1, 0.1, 0.05)",B1,"('H', 1, 0.1, 0.05)",2,12.2,0.3252267961786382,9.75
"B1|('H', 1, 0.2, -0.2)",B1,"('H', 1, 0.2, -0.2)",2,3.0,0.3476077795104661,11.75
"B1|('H', 1, 0.2, 0.0)",B1,"('H', 1, 0.2, 0.0)",2,8.1,0.3476077795104661,12.0
"B1|('H', 1, 0.2, 0.1)",B1,"('H', 1, 0.2, 0.1)",2,11.75,0.35101834383769065,12.0
"B1|('H', 1, 0.3, -0.3)",B1,"('H', 1, 0.3, -0.3)",2,2.225,0.39714354643789285,14.5
"B1|('H', 1, 0.3, 0.0)",B1,"('H', 1, 0.3, 0.0)",2,7.2,0.39844848203586086,14.75
"B1|('H', 1, 0.3, 0.15)",B1,"('H', 1, 0.3, 0.15)",2,10.0,0.39938270847238666,14.75
"B1|('H', 1, 0.4, -0.4)",B1,"('H', 1, 0.4, -0.4)",2,1.5,0.4731185554552465,18.75
"B1|('H', 1, 0.4, 0.0)",B1,"('H', 1, 0.4, 0.0)",2,5.8,0.47769987388124097,18.75
"B1|('H', 1, 0.4, 0.2)",B1,"('H', 1, 0.4, 0.2)",2,9.0,0.4882041648128813,19.75
"B1|('H', 1, 0.5, -0.5)",B1,"('H', 1, 0.5, -0.5)",2,1.0,0.5001651117212127,24.0
"B1|('H', 1, 0.5, 0.0)",B1,"('H', 1, 0.5, 0.0)",2,4.225,0.5767941345061673,24.75
"B1|('H', 1, 0.5, 0.25)",B1,"('H', 1, 0.5, 0.25)",2,7.2,0.5770142113492044,25.0
"B1|('H', 3, 0.1, -0.1)",B1,"('H', 3, 0.1, -0.1)",2,2.5357142857142856,0.36178923825475273,12.75
"B1|('H', 3, 0.1, 0.0)",B1,"('H', 3, 0.1, 0.0)",2,5.55,0.36178923825475273,12.75
"B1|('H', 3, 0.1, 0.05)",B1,"('H', 3, 0.1, 0.05)",2,7.0,0.36538907136813803,13.0
"B1|('H', 3, 0.2, -0.2)",B1,"('H', 3, 0.2, -0.2)",2,2.0,0.3824316171523994,15.25
"B1|('H', 3, 0.2, 0.0)",B1,"('H', 3, 0.2, 0.0)",2,5.1,0.39952018205391177,15.5
"B1|('H', 3, 0.2, 0.1)",B1,"('H', 3, 0.2, 0.1)",2,6.266666666666667,0.40113132185841016,16.0
"B1|('H', 3, 0.3, -0.3)",B1,"('H', 3, 0.3, -0.3)",2,1.5,0.4454115524013884,19.0
"B1|('H', 3, 0.3, 0.0)",B1,"('H', 3, 0.3, 0.0)",2,4.5,0.4612420254712196,19.0
"B1|('H', 3, 0.3, 0.15)",B1,"('H', 3, 0.3, 0.15)",2,6.0,0.4661833928190087,19.0
"B1|('H', 3, 0.4, -0.4)",B1,"('H', 3, 0.4, -0.4)",2,1.0,0.5,22.25
"B1|('H', 3, 0.4, 0.0)",B1,"('H', 3, 0.4, 0.0)",2,3.9375,0.5415149414601115,23.5
"B1|('H', 3, 0.4, 0.2)",B1,"('H', 3, 0.4, 0.2)",2,5.0,0.5435828152333737,24.0
"B1|('H', 3, 0.5, -0.5)",B1,"('H', 3, 0.5, -0.5)",2,0.6666666666666666,0.5,26.0
"B1|('H', 3, 0.5, 0.0)",B1,"('H', 3, 0.5, 0.0)",2,3.0,0.6297089388494814,29.0
"B1|('H', 3, 0.5, 0.25)",B1,"('H', 3, 0.5, 0.25)",2,4.0,0.6297089388494814,30.0
"B1|('H', 5, 0.1, -0.1)",B1,"('H', 5, 0.1, -0.1)",2,2.225,0.3811261465807084,15.0
"B1|('H', 5, 0.1, 0.0)",B1,"('H', 5, 0.1, 0.0)",2,5.0,0.3872630268195841,15.0
"B1|('H', 5, 0.1, 0.05)",B1,"('H', 5, 0.1, 0.05)",2,5.666666666666667,0.39225963093060556,15.0
"B1|('H', 5, 0.2, -0.2)",B1,"('H', 5, 0.2, -0.2)",2,1.75,0.42089924621649655,17.5
"B1|('H', 5, 0.2, 0.0)",B1,"('H', 5, 0.2, 0.0)",2,4.4,0.43607467499277935,17.75
"B1|('H', 5, 0.2, 0.1)",B1,"('H', 5, 0.2, 0.1)",2,5.0,0.44360438561197435,18.0
"B1|('H', 5, 0.3, -0.3)",B1,"('H', 5, 0.3, -0.3)",2,1.2361111111111112,0.49213250859903185,21.5
"B1|('H', 5, 0.3, 0.0)",B1,"('H', 5, 0.3, 0.0)",2,3.770833333333333,0.5008143590733315,22.5
"B1|('H', 5, 0.3, 0.15)",B1,"('H', 5, 0.3, 0.15)",2,4.733333333333333,0.5034079239241127,23.0
"B1|('H', 5, 0.4, -0.4)",B1,"('H', 5, 0.4, -0.4)",2,0.95,0.5,25.0
"B1|('H', 5, 0.4, 0.0)",B1,"('H', 5, 0.4, 0.0)",2,3.0,0.5669191594298539,26.5
"B1|('H', 5, 0.4, 0.2)",B1,"('H', 5, 0.4, 0.2)",2,4.0,0.58592261564187,27.0
"B1|('H', 5, 0.5, -0.5)",B1,"('H', 5, 0.5, -0.5)",2,0.5,0.5,25.5
"B1|('H', 5, 0.5, 0.0)",B1,"('H', 5, 0.5, 0.0)",2,2.4642857142857144,0.6835799885661689,31.5
"B1|('H', 5, 0.5, 0.25)",B1,"('H', 5, 0.5, 0.25)",2,3.0,0.6855393110025545,32.0
"B1|('H', 10, 0.1, -0.1)",B1,"('H', 10, 0.1, -0.1)",2,1.6666666666666667,0.4167922244108361,19.0
"B1|('H', 10, 0.1, 0.0)",B1,"('H', 10, 0.1, 0.0)",2,4.0,0.42398986590025006,19.0
"B1|('H', 10, 0.1, 0.05)",B1,"('H', 10, 0.1, 0.05)",2,4.333333333333333,0.42398986590025006,19.5
"B1|('H', 10, 0.2, -0.2)",B1,"('H', 10, 0.2, -0.2)",2,1.2361111111111112,0.4754284456816254,22.75
"B1|('H', 10, 0.2, 0.0)",B1,"('H', 10, 0.2, 0.0)",2,3.3333333333333335,0.4900507846112111,23.0
"B1|('H', 10, 0.2, 0.1)",B1,"('H', 10, 0.2, 0.1)",2,4.0,0.5,23.0
"B1|('H', 10, 0.3, -0.3)",B1,"('H', 10, 0.3, -0.3)",2,1.0,0.5,24.75
"B1|('H', 10, 0.3, 0.0)",B1,"('H', 10, 0.3, 0.0)",2,2.9375,0.5403776165542115,26.75
"B1|('H', 10, 0.3, 0.15)",B1,"('H', 10, 0.3, 0.15)",2,3.225,0.579748589312403,27.0
"B1|('H', 10, 0.4, -0.4)",B1,"('H', 10, 0.4, -0.4)",2,0.5857142857142856,0.5,26.25
"B1|('H', 10, 0.4, 0.0)",B1,"('H', 10, 0.4, 0.0)",2,2.3666666666666667,0.6484070992991786,31.25
"B1|('H', 10, 0.4, 0.2)",B1,"('H', 10, 0.4, 0.2)",2,2.8,0.6699149533691778,32.0
"B1|('H', 10, 0.5, -0.5)",B1,"('H', 10, 0.5, -0.5)",2,0.18333333333333335,0.5,21.0
"B1|('H', 10, 0.5, 0.0)",B1,"('H', 10, 0.5, 0.0)",2,1.7321428571428572,0.723337715434464,36.0
"B1|('H', 10, 0.5, 0.25)",B1,"('H', 10, 0.5, 0.25)",2,2.25,0.7779007347219307,37.0
"B1|('C', 0, 0.0, 0.5)",B1,"('C', 0, 0.0, 0.5)",2,3.0,0.35741699290329354,12.0
"B1|('C', 0, 0.0, 1)",B1,"('C', 0, 0.0, 1)",2,2.3333333333333335,0.3803181737597692,14.0
"B1|('C', 0, 0.0, 2)",B1,"('C', 0, 0.0, 2)",2,1.8166666666666667,0.4020056663778997,17.25
"B1|('C', 0, 0.0, 4)",B1,"('C', 0, 0.0, 4)",2,1.1833333333333333,0.47279642185479925,22.75
"B1|('C', 0, 0.0, 8)",B1,"('C', 0, 0.0, 8)",2,0.8166666666666667,0.5,26.0
"B1|('C', 0, 0.1, 0.5)",B1,"('C', 0, 0.1, 0.5)",2,2.0,0.39466825438054093,14.5
"B1|('C', 0, 0.1, 1)",B1,"('C', 0, 0.1, 1)",2,1.775,0.41137597553537975,17.0
"B1|('C', 0, 0.1, 2)",B1,"('C', 0, 0.1, 2)",2,1.5,0.4364382308991458,21.0
"B1|('C', 0, 0.1, 4)",B1,"('C', 0, 0.1, 4)",2,1.0,0.5,25.0
"B1|('C', 0, 0.1, 8)",B1,"('C', 0, 0.1, 8)",2,0.5,0.5,23.0
"B1|('C', 0, 0.2, 0.5)",B1,"('C', 0, 0.2, 0.5)",2,1.6666666666666667,0.41719430550274256,19.0
"B1|('C', 0, 0.2, 1)",B1,"('C', 0, 0.2, 1)",2,1.3333333333333333,0.46812719914994994,20.75
"B1|('C', 0, 0.2, 2)",B1,"('C', 0, 0.2, 2)",2,1.0,0.5,23.0
"B1|('C', 0, 0.2, 4)",B1,"('C', 0, 0.2, 4)",2,0.6458333333333333,0.5,26.0
"B1|('C', 0, 0.2, 8)",B1,"('C', 0, 0.2, 8)",2,0.125,0.5,20.0
"B1|('C', 0, 0.3, 0.5)",B1,"('C', 0, 0.3, 0.5)",2,1.1714285714285713,0.5,21.5
"B1|('C', 0, 0.3, 1)",B1,"('C', 0, 0.3, 1)",2,1.0,0.5,23.0
"B1|('C', 0, 0.3, 2)",B1,"('C', 0, 0.3, 2)",2,0.6666666666666666,0.5,26.25
"B1|('C', 0, 0.3, 4)",B1,"('C', 0, 0.3, 4)",2,0.25,0.5,20.5
"B1|('C', 0, 0.3, 8)",B1,"('C', 0, 0.3, 8)",2,0.0,0.5,16.0
"B2|('H', 1, 0.1, -0.1)",B2,"('H', 1, 0.1, -0.1)",2,1.0,0.5,18.75
"B2|('H', 1, 0.1, 0.0)",B2,"('H', 1, 0.1, 0.0)",2,2.6333333333333333,0.5,20.0
"B2|('H', 1, 0.1, 0.05)",B2,"('H', 1, 0.1, 0.05)",2,3.5625,0.5,20.0
"B2|('H', 1, 0.2, -0.2)",B2,"('H', 1, 0.2, -0.2)",2,0.5357142857142857,0.5,21.25
"B2|('H', 1, 0.2, 0.0)",B2,"('H', 1, 0.2, 0.0)",2,2.0,0.5082527913181065,25.0
"B2|('H', 1, 0.2, 0.1)",B2,"('H', 1, 0.2, 0.1)",2,2.9,0.5169873615575992,25.0
"B2|('H', 1, 0.3, -0.3)",B2,"('H', 1, 0.3, -0.3)",2,0.3333333333333333,0.5,22.5
"B2|('H', 1, 0.3, 0.0)",B2,"('H', 1, 0.3, 0.0)",2,1.5,0.587604420035809,28.75
"B2|('H', 1, 0.3, 0.15)",B2,"('H', 1, 0.3, 0.15)",2,2.45,0.6024487972332654,28.75
"B2|('H', 1, 0.4, -0.4)",B2,"('H', 1, 0.4, -0.4)",2,0.25,0.5,17.75
"B2|('H', 1, 0.4, 0.0)",B2,"('H', 1, 0.4, 0.0)",2,1.2,0.6524073636766389,32.75
"B2|('H', 1, 0.4, 0.2)",B2,"('H', 1, 0.4, 0.2)",2,2.0,0.661506723545058,32.75
"B2|('H', 1, 0.5, -0.5)",B2,"('H', 1, 0.5, -0.5)",2,0.125,0.5,16.5
"B2|('H', 1, 0.5, 0.0)",B2,"('H', 1, 0.5, 0.0)",2,1.0,0.7243803864402245,33.75
"B2|('H', 1, 0.5, 0.25)",B2,"('H', 1, 0.5, 0.25)",2,1.707142857142857,0.7543014117171736,34.25
"B2|('H', 3, 0.1, -0.1)",B2,"('H', 3, 0.1, -0.1)",2,0.75,0.5,18.5
"B2|('H', 3, 0.1, 0.0)",B2,"('H', 3, 0.1, 0.0)",2,1.9,0.5,22.0
"B2|('H', 3, 0.1, 0.05)",B2,"('H', 3, 0.1, 0.05)",2,2.225,0.5,22.25
"B2|('H', 3, 0.2, -0.2)",B2,"('H', 3, 0.2, -0.2)",2,0.5,0.5,22.0
"B2|('H', 3, 0.2, 0.0)",B2,"('H', 3, 0.2, 0.0)",2,1.5,0.5405187706867449,26.0
"B2|('H', 3, 0.2, 0.1)",B2,"('H', 3, 0.2, 0.1)",2,2.0,0.5506160980103676,26.75
"B2|('H', 3, 0.3, -0.3)",B2,"('H', 3, 0.3, -0.3)",2,0.25,0.5,18.0
"B2|('H', 3, 0.3, 0.0)",B2,"('H', 3, 0.3, 0.0)",2,1.1339285714285714,0.5928977430665979,30.5
"B2|('H', 3, 0.3, 0.15)",B2,"('H', 3, 0.3, 0.15)",2,1.6904761904761905,0.620812252061417,30.75
"B2|('H', 3, 0.4, -0.4)",B2,"('H', 3, 0.4, -0.4)",2,0.17142857142857143,0.5,16.0
"B2|('H', 3, 0.4, 0.0)",B2,"('H', 3, 0.4, 0.0)",2,1.0,0.6600002075135931,32.75
"B2|('H', 3, 0.4, 0.2)",B2,"('H', 3, 0.4, 0.2)",2,1.5,0.6694231838286957,33.5
"B2|('H', 3, 0.5, -0.5)",B2,"('H', 3, 0.5, -0.5)",2,0.0,0.5,16.0
"B2|('H', 3, 0.5, 0.0)",B2,"('H', 3, 0.5, 0.0)",2,1.0,0.7635546442475794,35.0
"B2|('H', 3, 0.5, 0.25)",B2,"('H', 3, 0.5, 0.25)",2,1.3095238095238095,0.7869731224853447,35.25
"B2|('H', 5, 0.1, -0.1)",B2,"('H', 5, 0.1, -0.1)",2,0.6,0.5,21.0
"B2|('H', 5, 0.1, 0.0)",B2,"('H', 5, 0.1, 0.0)",2,1.5,0.5,22.75
"B2|('H', 5, 0.1, 0.05)",B2,"('H', 5, 0.1, 0.05)",2,2.0,0.5,23.5
"B2|('H', 5, 0.2, -0.2)",B2,"('H', 5, 0.2, -0.2)",2,0.4,0.5,19.0
"B2|('H', 5, 0.2, 0.0)",B2,"('H', 5, 0.2, 0.0)",2,1.3333333333333333,0.5286202264071167,27.0
"B2|('H', 5, 0.2, 0.1)",B2,"('H', 5, 0.2, 0.1)",2,1.6333333333333333,0.5656950089152954,28.5
"B2|('H', 5, 0.3, -0.3)",B2,"('H', 5, 0.3, -0.3)",2,0.25,0.5,17.0
"B2|('H', 5, 0.3, 0.0)",B2,"('H', 5, 0.3, 0.0)",2,1.0,0.5946794845569251,29.25
"B2|('H', 5, 0.3, 0.15)",B2,"('H', 5, 0.3, 0.15)",2,1.4285714285714286,0.6299209901526481,31.75
"B2|('H', 5, 0.4, -0.4)",B2,"('H', 5, 0.4, -0.4)",2,0.125,0.5,15.25
"B2|('H', 5, 0.4, 0.0)",B2,"('H', 5, 0.4, 0.0)",2,1.0,0.6665183173722948,30.0
"B2|('H', 5, 0.4, 0.2)",B2,"('H', 5, 0.4, 0.2)",2,1.2678571428571428,0.675050971609491,33.5
"B2|('H', 5, 0.5, -0.5)",B2,"('H', 5, 0.5, -0.5)",2,0.0,0.5,16.0
"B2|('H', 5, 0.5, 0.0)",B2,"('H', 5, 0.5, 0.0)",2,0.75,0.7450012224454989,34.25
"B2|('H', 5, 0.5, 0.25)",B2,"('H', 5, 0.5, 0.25)",2,1.1428571428571428,0.8202982383315094,37.0
"B2|('H', 10, 0.1, -0.1)",B2,"('H', 10, 0.1, -0.1)",2,0.5,0.5,19.0
"B2|('H', 10, 0.1, 0.0)",B2,"('H', 10, 0.1, 0.0)",2,1.2,0.5,23.5
"B2|('H', 10, 0.1, 0.05)",B2,"('H', 10, 0.1, 0.05)",2,1.4642857142857144,0.5,26.0
"B2|('H', 10, 0.2, -0.2)",B2,"('H', 10, 0.2, -0.2)",2,0.3333333333333333,0.5,16.25
"B2|('H', 10, 0.2, 0.0)",B2,"('H', 10, 0.2, 0.0)",2,1.0,0.5,25.5
"B2|('H', 10, 0.2, 0.1)",B2,"('H', 10, 0.2, 0.1)",2,1.3333333333333333,0.5735689264058434,29.0
"B2|('H', 10, 0.3, -0.3)",B2,"('H', 10, 0.3, -0.3)",2,0.15476190476190477,0.5,15.75
"B2|('H', 10, 0.3, 0.0)",B2,"('H', 10, 0.3, 0.0)",2,1.0,0.5,27.5
"B2|('H', 10, 0.3, 0.15)",B2,"('H', 10, 0.3, 0.15)",2,1.1339285714285714,0.6366016714108502,31.5
"B2|('H', 10, 0.4, -0.4)",B2,"('H', 10, 0.4, -0.4)",2,0.0,0.5,15.75
"B2|('H', 10, 0.4, 0.0)",B2,"('H', 10, 0.4, 0.0)",2,0.775,0.6415146940226998,29.0
"B2|('H', 10, 0.4, 0.2)",B2,"('H', 10, 0.4, 0.2)",2,1.0,0.7486998375592724,35.0
