cand,label,cfg,split,fpt,miss,delay
"B1|('C', 0, 0.2, 1)",B1,"('C', 0, 0.2, 1)",7,1.0,0.46980040982114574,19.0
"B1|('C', 0, 0.2, 2)",B1,"('C', 0, 0.2, 2)",7,0.7,0.49971181914776525,19.25
"B1|('C', 0, 0.2, 4)",B1,"('C', 0, 0.2, 4)",7,0.4,0.5,22.0
"B1|('C', 0, 0.2, 8)",B1,"('C', 0, 0.2, 8)",7,0.14285714285714285,0.5,18.5
"B1|('C', 0, 0.3, 0.5)",B1,"('C', 0, 0.3, 0.5)",7,1.0,0.48278544813299423,20.0
"B1|('C', 0, 0.3, 1)",B1,"('C', 0, 0.3, 1)",7,0.6666666666666666,0.5,20.0
"B1|('C', 0, 0.3, 2)",B1,"('C', 0, 0.3, 2)",7,0.4,0.5,22.0
"B1|('C', 0, 0.3, 4)",B1,"('C', 0, 0.3, 4)",7,0.14285714285714285,0.5,16.75
"B1|('C', 0, 0.3, 8)",B1,"('C', 0, 0.3, 8)",7,0.0,0.5,15.25
"B2|('H', 1, 0.1, -0.1)",B2,"('H', 1, 0.1, -0.1)",7,1.0,0.4923962491191537,15.0
"B2|('H', 1, 0.1, 0.0)",B2,"('H', 1, 0.1, 0.0)",7,2.5357142857142856,0.4970005209496205,15.25
"B2|('H', 1, 0.1, 0.05)",B2,"('H', 1, 0.1, 0.05)",7,3.4365079365079367,0.4970005209496205,15.75
"B2|('H', 1, 0.2, -0.2)",B2,"('H', 1, 0.2, -0.2)",7,0.6666666666666666,0.5302300400922731,20.0
"B2|('H', 1, 0.2, 0.0)",B2,"('H', 1, 0.2, 0.0)",7,2.0,0.5455477863893381,20.25
"B2|('H', 1, 0.2, 0.1)",B2,"('H', 1, 0.2, 0.1)",7,3.0,0.5555124674884657,20.25
"B2|('H', 1, 0.3, -0.3)",B2,"('H', 1, 0.3, -0.3)",7,0.4772727272727273,0.5134808627781595,21.0
"B2|('H', 1, 0.3, 0.0)",B2,"('H', 1, 0.3, 0.0)",7,1.6,0.6052404269208882,23.75
"B2|('H', 1, 0.3, 0.15)",B2,"('H', 1, 0.3, 0.15)",7,2.5,0.6298097696684157,24.0
"B2|('H', 1, 0.4, -0.4)",B2,"('H', 1, 0.4, -0.4)",7,0.3333333333333333,0.5432027081094637,21.0
"B2|('H', 1, 0.4, 0.0)",B2,"('H', 1, 0.4, 0.0)",7,1.2,0.6945377404352835,28.25
"B2|('H', 1, 0.4, 0.2)",B2,"('H', 1, 0.4, 0.2)",7,2.0,0.7111948904332854,29.0
"B2|('H', 1, 0.5, -0.5)",B2,"('H', 1, 0.5, -0.5)",7,0.14285714285714285,0.5,15.0
"B2|('H', 1, 0.5, 0.0)",B2,"('H', 1, 0.5, 0.0)",7,0.7777777777777778,0.8866124256280781,38.0
"B2|('H', 1, 0.5, 0.25)",B2,"('H', 1, 0.5, 0.25)",7,1.2111111111111112,0.899869434601579,38.0
"B2|('H', 3, 0.1, -0.1)",B2,"('H', 3, 0.1, -0.1)",7,0.75,0.5,18.25
"B2|('H', 3, 0.1, 0.0)",B2,"('H', 3, 0.1, 0.0)",7,1.7142857142857142,0.5,19.5
"B2|('H', 3, 0.1, 0.05)",B2,"('H', 3, 0.1, 0.05)",7,2.0,0.5010201755207369,20.0
"B2|('H', 3, 0.2, -0.2)",B2,"('H', 3, 0.2, -0.2)",7,0.5277777777777778,0.5,18.0
"B2|('H', 3, 0.2, 0.0)",B2,"('H', 3, 0.2, 0.0)",7,1.4642857142857144,0.554863100840655,22.5
"B2|('H', 3, 0.2, 0.1)",B2,"('H', 3, 0.2, 0.1)",7,1.6,0.5963753027654766,23.0
"B2|('H', 3, 0.3, -0.3)",B2,"('H', 3, 0.3, -0.3)",7,0.3693181818181818,0.5,20.5
"B2|('H', 3, 0.3, 0.0)",B2,"('H', 3, 0.3, 0.0)",7,1.1742424242424243,0.6206327043098174,26.5
"B2|('H', 3, 0.3, 0.15)",B2,"('H', 3, 0.3, 0.15)",7,1.5,0.6630147895539045,27.5
"B2|('H', 3, 0.4, -0.4)",B2,"('H', 3, 0.4, -0.4)",7,0.2361111111111111,0.5,16.0
"B2|('H', 3, 0.4, 0.0)",B2,"('H', 3, 0.4, 0.0)",7,0.9444444444444444,0.7248748427738332,31.5
"B2|('H', 3, 0.4, 0.2)",B2,"('H', 3, 0.4, 0.2)",7,1.292857142857143,0.7763302231754858,33.75
"B2|('H', 3, 0.5, -0.5)",B2,"('H', 3, 0.5, -0.5)",7,0.0,0.5,12.0
"B2|('H', 3, 0.5, 0.0)",B2,"('H', 3, 0.5, 0.0)",7,0.5,0.9126647628641154,39.5
"B2|('H', 3, 0.5, 0.25)",B2,"('H', 3, 0.5, 0.25)",7,0.8333333333333334,0.9393773702438338,41.5
"B2|('H', 5, 0.1, -0.1)",B2,"('H', 5, 0.1, -0.1)",7,0.6,0.49861236334833586,19.0
"B2|('H', 5, 0.1, 0.0)",B2,"('H', 5, 0.1, 0.0)",7,1.5277777777777777,0.5,21.0
"B2|('H', 5, 0.1, 0.05)",B2,"('H', 5, 0.1, 0.05)",7,1.7142857142857142,0.5110099221122197,21.0
"B2|('H', 5, 0.2, -0.2)",B2,"('H', 5, 0.2, -0.2)",7,0.4444444444444444,0.5,18.5
"B2|('H', 5, 0.2, 0.0)",B2,"('H', 5, 0.2, 0.0)",7,1.2,0.5522084166782439,23.75
"B2|('H', 5, 0.2, 0.1)",B2,"('H', 5, 0.2, 0.1)",7,1.5,0.5912069444191241,24.5
"B2|('H', 5, 0.3, -0.3)",B2,"('H', 5, 0.3, -0.3)",7,0.3333333333333333,0.5,20.0
"B2|('H', 5, 0.3, 0.0)",B2,"('H', 5, 0.3, 0.0)",7,1.0,0.6480767899199532,28.0
"B2|('H', 5, 0.3, 0.15)",B2,"('H', 5, 0.3, 0.15)",7,1.2678571428571428,0.7012113143287771,29.25
"B2|('H', 5, 0.4, -0.4)",B2,"('H', 5, 0.4, -0.4)",7,0.2,0.5,14.5
"B2|('H', 5, 0.4, 0.0)",B2,"('H', 5, 0.4, 0.0)",7,0.8166666666666667,0.7513471003994777,32.0
"B2|('H', 5, 0.4, 0.2)",B2,"('H', 5, 0.4, 0.2)",7,1.1428571428571428,0.7915902028997425,35.0
"B2|('H', 5, 0.5, -0.5)",B2,"('H', 5, 0.5, -0.5)",7,0.0,0.5,12.0
"B2|('H', 5, 0.5, 0.0)",B2,"('H', 5, 0.5, 0.0)",7,0.5,0.9492423216244485,41.0
"B2|('H', 5, 0.5, 0.25)",B2,"('H', 5, 0.5, 0.25)",7,0.75,1.0,44.0
"B2|('H', 10, 0.1, -0.1)",B2,"('H', 10, 0.1, -0.1)",7,0.5,0.5,19.0
"B2|('H', 10, 0.1, 0.0)",B2,"('H', 10, 0.1, 0.0)",7,1.2,0.5,20.75
"B2|('H', 10, 0.1, 0.05)",B2,"('H', 10, 0.1, 0.05)",7,1.25,0.512347998557159,22.0
"B2|('H', 10, 0.2, -0.2)",B2,"('H', 10, 0.2, -0.2)",7,0.3333333333333333,0.5,19.5
"B2|('H', 10, 0.2, 0.0)",B2,"('H', 10, 0.2, 0.0)",7,1.0,0.5539440468897103,24.0
"B2|('H', 10, 0.2, 0.1)",B2,"('H', 10, 0.2, 0.1)",7,1.2,0.6019857994649738,26.0
"B2|('H', 10, 0.3, -0.3)",B2,"('H', 10, 0.3, -0.3)",7,0.25,0.5,15.0
"B2|('H', 10, 0.3, 0.0)",B2,"('H', 10, 0.3, 0.0)",7,0.8166666666666667,0.6312909892364612,27.0
"B2|('H', 10, 0.3, 0.15)",B2,"('H', 10, 0.3, 0.15)",7,1.0,0.6889314727885208,31.25
"B2|('H', 10, 0.4, -0.4)",B2,"('H', 10, 0.4, -0.4)",7,0.16666666666666666,0.5,14.5
"B2|('H', 10, 0.4, 0.0)",B2,"('H', 10, 0.4, 0.0)",7,0.6181818181818182,0.7625495120879267,30.5
"B2|('H', 10, 0.4, 0.2)",B2,"('H', 10, 0.4, 0.2)",7,0.8,0.8624376821319479,37.75
"B2|('H', 10, 0.5, -0.5)",B2,"('H', 10, 0.5, -0.5)",7,0.0,0.5,10.0
"B2|('H', 10, 0.5, 0.0)",B2,"('H', 10, 0.5, 0.0)",7,0.4,1.0,39.5
"B2|('H', 10, 0.5, 0.25)",B2,"('H', 10, 0.5, 0.25)",7,0.5555555555555556,1.0,46.5
"B2|('C', 0, 0.0, 0.5)",B2,"('C', 0, 0.0, 0.5)",7,0.8,0.5,17.0
"B2|('C', 0, 0.0, 1)",B2,"('C', 0, 0.0, 1)",7,0.6666666666666666,0.5,17.75
"B2|('C', 0, 0.0, 2)",B2,"('C', 0, 0.0, 2)",7,0.5,0.5,19.25
"B2|('C', 0, 0.0, 4)",B2,"('C', 0, 0.0, 4)",7,0.4,0.5,17.25
"B2|('C', 0, 0.0, 8)",B2,"('C', 0, 0.0, 8)",7,0.31666666666666665,0.4850946167270117,15.25
"B2|('C', 0, 0.1, 0.5)",B2,"('C', 0, 0.1, 0.5)",7,0.6,0.5,18.5
"B2|('C', 0, 0.1, 1)",B2,"('C', 0, 0.1, 1)",7,0.5,0.5,18.0
"B2|('C', 0, 0.1, 2)",B2,"('C', 0, 0.1, 2)",7,0.4,0.5,19.25
"B2|('C', 0, 0.1, 4)",B2,"('C', 0, 0.1, 4)",7,0.2857142857142857,0.5,15.5
"B2|('C', 0, 0.1, 8)",B2,"('C', 0, 0.1, 8)",7,0.2,0.5,15.75
"B2|('C', 0, 0.2, 0.5)",B2,"('C', 0, 0.2, 0.5)",7,0.4,0.5,19.5
"B2|('C', 0, 0.2, 1)",B2,"('C', 0, 0.2, 1)",7,0.3333333333333333,0.5,20.0
"B2|('C', 0, 0.2, 2)",B2,"('C', 0, 0.2, 2)",7,0.2857142857142857,0.5,15.25
"B2|('C', 0, 0.2, 4)",B2,"('C', 0, 0.2, 4)",7,0.2,0.4940692933040253,14.0
"B2|('C', 0, 0.2, 8)",B2,"('C', 0, 0.2, 8)",7,0.16666666666666666,0.5,16.0
"B2|('C', 0, 0.3, 0.5)",B2,"('C', 0, 0.3, 0.5)",7,0.2857142857142857,0.5,17.25
"B2|('C', 0, 0.3, 1)",B2,"('C', 0, 0.3, 1)",7,0.2222222222222222,0.5,14.0
"B2|('C', 0, 0.3, 2)",B2,"('C', 0, 0.3, 2)",7,0.18333333333333335,0.5,12.0
"B2|('C', 0, 0.3, 4)",B2,"('C', 0, 0.3, 4)",7,0.14285714285714285,0.5,15.75
"B2|('C', 0, 0.3, 8)",B2,"('C', 0, 0.3, 8)",7,0.0,0.5,13.75
"B1w|('H', 1, 0.1, -0.1)",B1w,"('H', 1, 0.1, -0.1)",7,4.666666666666667,0.2524665413525412,6.0
"B1w|('H', 1, 0.1, 0.0)",B1w,"('H', 1, 0.1, 0.0)",7,8.928571428571429,0.2551526002289666,6.0
"B1w|('H', 1, 0.1, 0.05)",B1w,"('H', 1, 0.1, 0.05)",7,12.2875,0.2551526002289666,6.0
"B1w|('H', 1, 0.2, -0.2)",B1w,"('H', 1, 0.2, -0.2)",7,2.9375,0.30225503023676054,8.0
"B1w|('H', 1, 0.2, 0.0)",B1w,"('H', 1, 0.2, 0.0)",7,7.6,0.31130188978509066,8.25
"B1w|('H', 1, 0.2, 0.1)",B1w,"('H', 1, 0.2, 0.1)",7,11.266666666666666,0.31130188978509066,8.75
"B1w|('H', 1, 0.3, -0.3)",B1w,"('H', 1, 0.3, -0.3)",7,0.0,0.5,10.0
"B1w|('H', 1, 0.3, 0.0)",B1w,"('H', 1, 0.3, 0.0)",7,4.0,0.6065756888525506,17.25
"B1w|('H', 1, 0.3, 0.15)",B1w,"('H', 1, 0.3, 0.15)",7,6.535714285714286,0.6065756888525506,17.25
"B1w|('H', 1, 0.4, -0.4)",B1w,"('H', 1, 0.4, -0.4)",7,0.0,0.5,9.5
"B1w|('H', 1, 0.4, 0.0)",B1w,"('H', 1, 0.4, 0.0)",7,3.0,0.6840842182359449,20.0
"B1w|('H', 1, 0.4, 0.2)",B1w,"('H', 1, 0.4, 0.2)",7,5.183333333333334,0.6868651543598359,20.0
"B1w|('H', 1, 0.5, -0.5)",B1w,"('H', 1, 0.5, -0.5)",7,0.0,0.5,10.75
"B1w|('H', 1, 0.5, 0.0)",B1w,"('H', 1, 0.5, 0.0)",7,2.4642857142857144,0.7426903633092474,23.0
"B1w|('H', 1, 0.5, 0.25)",B1w,"('H', 1, 0.5, 0.25)",7,5.0,0.7447792808971772,23.5
"B1w|('H', 3, 0.1, -0.1)",B1w,"('H', 3, 0.1, -0.1)",7,2.5,0.3242436715331617,8.75
"B1w|('H', 3, 0.1, 0.0)",B1w,"('H', 3, 0.1, 0.0)",7,6.333333333333333,0.3326834781327778,9.0
"B1w|('H', 3, 0.1, 0.05)",B1w,"('H', 3, 0.1, 0.05)",7,7.416666666666666,0.3326834781327778,9.0
"B1w|('H', 3, 0.2, -0.2)",B1w,"('H', 3, 0.2, -0.2)",7,1.2,0.38475995462522006,11.0
"B1w|('H', 3, 0.2, 0.0)",B1w,"('H', 3, 0.2, 0.0)",7,4.309523809523809,0.4218640841813335,13.5
"B1w|('H', 3, 0.2, 0.1)",B1w,"('H', 3, 0.2, 0.1)",7,5.4,0.4237089097370683,13.75
"B1w|('H', 3, 0.3, -0.3)",B1w,"('H', 3, 0.3, -0.3)",7,0.0,0.5,9.5
"B1w|('H', 3, 0.3, 0.0)",B1w,"('H', 3, 0.3, 0.0)",7,2.5,0.68649730003329,20.5
"B1w|('H', 3, 0.3, 0.15)",B1w,"('H', 3, 0.3, 0.15)",7,3.5,0.6883730312065742,20.75
"B1w|('H', 3, 0.4, -0.4)",B1w,"('H', 3, 0.4, -0.4)",7,0.0,0.5,9.5
"B1w|('H', 3, 0.4, 0.0)",B1w,"('H', 3, 0.4, 0.0)",7,2.126984126984127,0.7308640581313639,22.5
"B1w|('H', 3, 0.4, 0.2)",B1w,"('H', 3, 0.4, 0.2)",7,3.1833333333333336,0.7365056748647987,23.0
"B1w|('H', 3, 0.5, -0.5)",B1w,"('H', 3, 0.5, -0.5)",7,0.0,0.5,12.0
"B1w|('H', 3, 0.5, 0.0)",B1w,"('H', 3, 0.5, 0.0)",7,1.8,0.8068772911018434,28.0
"B1w|('H', 3, 0.5, 0.25)",B1w,"('H', 3, 0.5, 0.25)",7,3.0,0.8126183902587063,28.75
"B1w|('H', 5, 0.1, -0.1)",B1w,"('H', 5, 0.1, -0.1)",7,2.0,0.33158180982398766,9.75
"B1w|('H', 5, 0.1, 0.0)",B1w,"('H', 5, 0.1, 0.0)",7,5.0,0.34983412535020286,10.25
"B1w|('H', 5, 0.1, 0.05)",B1w,"('H', 5, 0.1, 0.05)",7,5.828571428571428,0.3665386250351335,11.0
"B1w|('H', 5, 0.2, -0.2)",B1w,"('H', 5, 0.2, -0.2)",7,0.7207792207792207,0.4146726603861498,13.0
"B1w|('H', 5, 0.2, 0.0)",B1w,"('H', 5, 0.2, 0.0)",7,3.1714285714285717,0.49070632598744335,16.75
"B1w|('H', 5, 0.2, 0.1)",B1w,"('H', 5, 0.2, 0.1)",7,4.0,0.49214962054767863,17.75
"B1w|('H', 5, 0.3, -0.3)",B1w,"('H', 5, 0.3, -0.3)",7,0.0,0.5,9.25
"B1w|('H', 5, 0.3, 0.0)",B1w,"('H', 5, 0.3, 0.0)",7,2.0,0.7174888067684434,21.75
"B1w|('H', 5, 0.3, 0.15)",B1w,"('H', 5, 0.3, 0.15)",7,2.757142857142857,0.7203604235405097,22.0
"B1w|('H', 5, 0.4, -0.4)",B1w,"('H', 5, 0.4, -0.4)",7,0.0,0.5,9.5
"B1w|('H', 5, 0.4, 0.0)",B1w,"('H', 5, 0.4, 0.0)",7,1.8,0.7561321295185963,25.25
"B1w|('H', 5, 0.4, 0.2)",B1w,"('H', 5, 0.4, 0.2)",7,2.6,0.7616779014902133,26.0
"B1w|('H', 5, 0.5, -0.5)",B1w,"('H', 5, 0.5, -0.5)",7,0.0,0.5,13.75
"B1w|('H', 5, 0.5, 0.0)",B1w,"('H', 5, 0.5, 0.0)",7,1.5714285714285714,0.8447756321478044,30.0
"B1w|('H', 5, 0.5, 0.25)",B1w,"('H', 5, 0.5, 0.25)",7,2.4,0.8451454650328907,31.5
"B1w|('H', 10, 0.1, -0.1)",B1w,"('H', 10, 0.1, -0.1)",7,1.0,0.3790382457579845,11.5
"B1w|('H', 10, 0.1, 0.0)",B1w,"('H', 10, 0.1, 0.0)",7,3.0,0.41607305345209517,14.0
"B1w|('H', 10, 0.1, 0.05)",B1w,"('H', 10, 0.1, 0.05)",7,3.5,0.4206758320485289,14.5
"B1w|('H', 10, 0.2, -0.2)",B1w,"('H', 10, 0.2, -0.2)",7,0.2361111111111111,0.5,12.0
"B1w|('H', 10, 0.2, 0.0)",B1w,"('H', 10, 0.2, 0.0)",7,1.8,0.6140564474852903,20.0
"B1w|('H', 10, 0.2, 0.1)",B1w,"('H', 10, 0.2, 0.1)",7,2.4642857142857144,0.6421482010374109,20.75
"B1w|('H', 10, 0.3, -0.3)",B1w,"('H', 10, 0.3, -0.3)",7,0.0,0.5,9.25
"B1w|('H', 10, 0.3, 0.0)",B1w,"('H', 10, 0.3, 0.0)",7,1.4,0.7552120123685924,23.0
"B1w|('H', 10, 0.3, 0.15)",B1w,"('H', 10, 0.3, 0.15)",7,2.0,0.7769412240077784,24.5
"B1w|('H', 10, 0.4, -0.4)",B1w,"('H', 10, 0.4, -0.4)",7,0.0,0.5,10.0
"B1w|('H', 10, 0.4, 0.0)",B1w,"('H', 10, 0.4, 0.0)",7,1.3333333333333333,0.8271141972599947,30.0
"B1w|('H', 10, 0.4, 0.2)",B1w,"('H', 10, 0.4, 0.2)",7,2.0,0.839919217783603,30.75
"B1w|('H', 10, 0.5, -0.5)",B1w,"('H', 10, 0.5, -0.5)",7,0.0,0.5,14.5
"B1w|('H', 10, 0.5, 0.0)",B1w,"('H', 10, 0.5, 0.0)",7,1.0,0.9467182881028624,35.75
"B1w|('H', 10, 0.5, 0.25)",B1w,"('H', 10, 0.5, 0.25)",7,1.6666666666666667,0.9481194676077739,39.0
"B1w|('C', 0, 0.0, 0.5)",B1w,"('C', 0, 0.0, 0.5)",7,2.8166666666666664,0.30094702833459386,8.0
"B1w|('C', 0, 0.0, 1)",B1w,"('C', 0, 0.0, 1)",7,2.0,0.3321423150073767,10.0
"B1w|('C', 0, 0.0, 2)",B1w,"('C', 0, 0.0, 2)",7,1.0,0.3751175440774248,12.0
"B1w|('C', 0, 0.0, 4)",B1w,"('C', 0, 0.0, 4)",7,0.4365079365079365,0.47409635271697637,14.0
"B1w|('C', 0, 0.0, 8)",B1w,"('C', 0, 0.0, 8)",7,0.0,0.5,12.0
"B1w|('C', 0, 0.1, 0.5)",B1w,"('C', 0, 0.1, 0.5)",7,1.6,0.3426271926722953,10.0
"B1w|('C', 0, 0.1, 1)",B1w,"('C', 0, 0.1, 1)",7,0.8571428571428571,0.42006324456660055,12.0
"B1w|('C', 0, 0.1, 2)",B1w,"('C', 0, 0.1, 2)",7,0.3333333333333333,0.5,12.0
"B1w|('C', 0, 0.1, 4)",B1w,"('C', 0, 0.1, 4)",7,0.0,0.5,11.75
"B1w|('C', 0, 0.1, 8)",B1w,"('C', 0, 0.1, 8)",7,0.0,0.5,12.0
"B1w|('C', 0, 0.2, 0.5)",B1w,"('C', 0, 0.2, 0.5)",7,0.3333333333333333,0.49351149224472735,10.75
"B1w|('C', 0, 0.2, 1)",B1w,"('C', 0, 0.2, 1)",7,0.0,0.5,9.25
"B1w|('C', 0, 0.2, 2)",B1w,"('C', 0, 0.2, 2)",7,0.0,0.5,10.0
"B1w|('C', 0, 0.2, 4)",B1w,"('C', 0, 0.2, 4)",7,0.0,0.5,11.0
"B1w|('C', 0, 0.2, 8)",B1w,"('C', 0, 0.2, 8)",7,0.0,0.5,12.0
"B1w|('C', 0, 0.3, 0.5)",B1w,"('C', 0, 0.3, 0.5)",7,0.0,0.5,9.25
"B1w|('C', 0, 0.3, 1)",B1w,"('C', 0, 0.3, 1)",7,0.0,0.5,10.0
"B1w|('C', 0, 0.3, 2)",B1w,"('C', 0, 0.3, 2)",7,0.0,0.5,11.25
"B1w|('C', 0, 0.3, 4)",B1w,"('C', 0, 0.3, 4)",7,0.0,0.5,12.5
"B1w|('C', 0, 0.3, 8)",B1w,"('C', 0, 0.3, 8)",7,0.0,0.5,15.0
"T1|('H', 1, 0.1, -0.1)",T1,"('H', 1, 0.1, -0.1)",7,3.5,0.36068885262161254,10.0
"T1|('H', 1, 0.1, 0.0)",T1,"('H', 1, 0.1, 0.0)",7,7.071428571428571,0.36068885262161254,10.0
"T1|('H', 1, 0.1, 0.05)",T1,"('H', 1, 0.1, 0.05)",7,9.414285714285715,0.36105001189817154,10.0
"T1|('H', 1, 0.2, -0.2)",T1,"('H', 1, 0.2, -0.2)",7,2.3666666666666667,0.38715884972791026,12.0
"T1|('H', 1, 0.2, 0.0)",T1,"('H', 1, 0.2, 0.0)",7,6.5,0.3875358155263783,12.0
"T1|('H', 1, 0.2, 0.1)",T1,"('H', 1, 0.2, 0.1)",7,9.0,0.3884688627660363,12.0
"T1|('H', 1, 0.3, -0.3)",T1,"('H', 1, 0.3, -0.3)",7,1.6666666666666667,0.4397826989968444,14.25
"T1|('H', 1, 0.3, 0.0)",T1,"('H', 1, 0.3, 0.0)",7,5.366666666666667,0.4468564146936389,15.0
"T1|('H', 1, 0.3, 0.15)",T1,"('H', 1, 0.3, 0.15)",7,7.833333333333333,0.44878749313568916,15.0
"T1|('H', 1, 0.4, -0.4)",T1,"('H', 1, 0.4, -0.4)",7,1.2,0.4912649675060011,18.75
"T1|('H', 1, 0.4, 0.0)",T1,"('H', 1, 0.4, 0.0)",7,4.4,0.4994945999306298,19.25
"T1|('H', 1, 0.4, 0.2)",T1,"('H', 1, 0.4, 0.2)",7,6.845238095238095,0.5010534738115487,19.75
"T1|('H', 1, 0.5, -0.5)",T1,"('H', 1, 0.5, -0.5)",7,1.0,0.5,21.5
"T1|('H', 1, 0.5, 0.0)",T1,"('H', 1, 0.5, 0.0)",7,3.6666666666666665,0.5651880767771233,24.0
"T1|('H', 1, 0.5, 0.25)",T1,"('H', 1, 0.5, 0.25)",7,5.645833333333334,0.566292204301454,24.0
"T1|('H', 3, 0.1, -0.1)",T1,"('H', 3, 0.1, -0.1)",7,2.0,0.4072011084196094,13.0
"T1|('H', 3, 0.1, 0.0)",T1,"('H', 3, 0.1, 0.0)",7,4.714285714285714,0.4098697435864441,13.0
"T1|('H', 3, 0.1, 0.05)",T1,"('H', 3, 0.1, 0.05)",7,5.5,0.4098697435864441,13.0
"T1|('H', 3, 0.2, -0.2)",T1,"('H', 3, 0.2, -0.2)",7,1.5,0.43362408814024933,14.75
"T1|('H', 3, 0.2, 0.0)",T1,"('H', 3, 0.2, 0.0)",7,4.0,0.44976185409238745,15.5
"T1|('H', 3, 0.2, 0.1)",T1,"('H', 3, 0.2, 0.1)",7,5.0,0.44976185409238745,16.0
"T1|('H', 3, 0.3, -0.3)",T1,"('H', 3, 0.3, -0.3)",7,1.2,0.47089197252611004,18.25
"T1|('H', 3, 0.3, 0.0)",T1,"('H', 3, 0.3, 0.0)",7,3.55,0.4981865619519153,20.75
"T1|('H', 3, 0.3, 0.15)",T1,"('H', 3, 0.3, 0.15)",7,4.5,0.4981865619519153,21.0
"T1|('H', 3, 0.4, -0.4)",T1,"('H', 3, 0.4, -0.4)",7,0.9045454545454545,0.4986861827213763,22.0
"T1|('H', 3, 0.4, 0.0)",T1,"('H', 3, 0.4, 0.0)",7,3.0,0.5533701122164747,24.0
"T1|('H', 3, 0.4, 0.2)",T1,"('H', 3, 0.4, 0.2)",7,3.8333333333333335,0.5533701122164747,24.0
"T1|('H', 3, 0.5, -0.5)",T1,"('H', 3, 0.5, -0.5)",7,0.6,0.5318872813595508,23.0
"T1|('H', 3, 0.5, 0.0)",T1,"('H', 3, 0.5, 0.0)",7,2.3666666666666667,0.6838998070565503,29.5
"T1|('H', 3, 0.5, 0.25)",T1,"('H', 3, 0.5, 0.25)",7,3.142857142857143,0.6838998070565503,30.0
"T1|('H', 5, 0.1, -0.1)",T1,"('H', 5, 0.1, -0.1)",7,1.6904761904761905,0.4157400356770903,14.5
"T1|('H', 5, 0.1, 0.0)",T1,"('H', 5, 0.1, 0.0)",7,3.9375,0.41788742671974966,15.0
"T1|('H', 5, 0.1, 0.05)",T1,"('H', 5, 0.1, 0.05)",7,4.571428571428571,0.41788742671974966,15.0
"T1|('H', 5, 0.2, -0.2)",T1,"('H', 5, 0.2, -0.2)",7,1.3333333333333333,0.45092128165827705,17.0
"T1|('H', 5, 0.2, 0.0)",T1,"('H', 5, 0.2, 0.0)",7,3.4285714285714284,0.4794527365523527,17.75
"T1|('H', 5, 0.2, 0.1)",T1,"('H', 5, 0.2, 0.1)",7,4.0,0.4803302239547723,18.0
"T1|('H', 5, 0.3, -0.3)",T1,"('H', 5, 0.3, -0.3)",7,1.0,0.47833721632054493,20.75
"T1|('H', 5, 0.3, 0.0)",T1,"('H', 5, 0.3, 0.0)",7,3.0,0.5269624862003882,23.0
"T1|('H', 5, 0.3, 0.15)",T1,"('H', 5, 0.3, 0.15)",7,3.6333333333333333,0.5285592913096978,23.0
"T1|('H', 5, 0.4, -0.4)",T1,"('H', 5, 0.4, -0.4)",7,0.7638888888888888,0.5031607533869639,22.25
"T1|('H', 5, 0.4, 0.0)",T1,"('H', 5, 0.4, 0.0)",7,2.4285714285714284,0.602713682383953,26.25
"T1|('H', 5, 0.4, 0.2)",T1,"('H', 5, 0.4, 0.2)",7,3.1666666666666665,0.6098673970494746,27.0
"T1|('H', 5, 0.5, -0.5)",T1,"('H', 5, 0.5, -0.5)",7,0.4,0.5559719388902518,23.0
"T1|('H', 5, 0.5, 0.0)",T1,"('H', 5, 0.5, 0.0)",7,2.0,0.7558491756336453,34.0
"T1|('H', 5, 0.5, 0.25)",T1,"('H', 5, 0.5, 0.25)",7,2.3333333333333335,0.7570527391426309,35.0
"T1|('H', 10, 0.1, -0.1)",T1,"('H', 10, 0.1, -0.1)",7,1.2857142857142858,0.44910750401255395,18.0
"T1|('H', 10, 0.1, 0.0)",T1,"('H', 10, 0.1, 0.0)",7,3.0,0.45884567554641736,18.5
"T1|('H', 10, 0.1, 0.05)",T1,"('H', 10, 0.1, 0.05)",7,3.142857142857143,0.4601260128654948,18.5
"T1|('H', 10, 0.2, -0.2)",T1,"('H', 10, 0.2, -0.2)",7,1.0,0.46350533794749005,21.0
"T1|('H', 10, 0.2, 0.0)",T1,"('H', 10, 0.2, 0.0)",7,2.6,0.4988508925303833,24.0
"T1|('H', 10, 0.2, 0.1)",T1,"('H', 10, 0.2, 0.1)",7,3.0,0.5113066236971102,24.0
"T1|('H', 10, 0.3, -0.3)",T1,"('H', 10, 0.3, -0.3)",7,0.7071428571428571,0.5023089994973395,23.5
"T1|('H', 10, 0.3, 0.0)",T1,"('H', 10, 0.3, 0.0)",7,2.0,0.5869934953299571,28.0
"T1|('H', 10, 0.3, 0.15)",T1,"('H', 10, 0.3, 0.15)",7,2.6666666666666665,0.5983048237552506,28.0
"T1|('H', 10, 0.4, -0.4)",T1,"('H', 10, 0.4, -0.4)",7,0.5,0.5402180493216745,23.0
"T1|('H', 10, 0.4, 0.0)",T1,"('H', 10, 0.4, 0.0)",7,1.7321428571428572,0.7111933817252294,34.0
"T1|('H', 10, 0.4, 0.2)",T1,"('H', 10, 0.4, 0.2)",7,2.2857142857142856,0.7280784468808232,34.5
"T1|('H', 10, 0.5, -0.5)",T1,"('H', 10, 0.5, -0.5)",7,0.2,0.5,21.25
