t,MODEL,EMA50,EMA200,GOLDEN,MACD,TSMOM30,TSMOM90,DONCHIAN20_10,SUPERTREND10_3,ADX25_DI,VOTE,BUY_HOLD
2022,-0.6799210913083211,-0.40832080678900234,-0.255456101708144,-0.2150179455451122,-0.38932372102859586,-0.3659214256108763,-0.40403702400881353,-0.27919260248732464,-0.41885491438429134,-0.3330233549123869,-0.35107586778094113,-0.7050964551551996
2023,0.5619857646588134,1.0593623252469968,0.5783298093116608,0.43049162073178887,1.0856132117065498,1.1529408166432777,0.49772666258400144,0.8617707618275198,1.014419675767391,0.7722383794711695,0.794851978527079,1.8133701612942241
2024,1.6227883090424138,0.7483289117833675,0.82473093750544,0.6938537831299499,1.224567493879945,0.8491545647928285,1.0197484635615324,0.5948430875982201,0.4249288412479891,0.5539492639836547,0.6568170798897399,1.2414419182218797
2025,-0.031155121160560108,-0.11065579694247586,-0.22079754647793015,-0.37221648031249943,-0.48319864521401645,-0.08295997149705138,-0.21712274708354992,-0.14962978114529787,-0.19531496266739037,-0.1308495615250458,-0.26033302142045367,-0.2698723505116539
2026,0.27254646534068555,-0.036709149068378924,0.008525732786102096,0.0035723536942080694,0.036656712848230924,-0.20081393306567355,-0.06631372036039528,-0.055631773291093985,-0.04453266007732107,-0.1510047275198571,-0.09694458233518649,-0.2261965164614407
